,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
13,A6QFD2,355,355,8.3e-95,322.6,1,1,9.4e-95,322.4,2,350,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain Newman) OX=426430 GN=NWMN_0792 PE=3 SV=1
14,A8Z1H7,355,355,8.3e-95,322.6,1,1,9.4e-95,322.4,2,350,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain USA300 / TCH1516) OX=451516 GN=USA300HOU_0879 PE=3 SV=1
15,Q2FIF3,355,355,8.3e-95,322.6,1,1,9.4e-95,322.4,2,350,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0825 PE=3 SV=1
16,Q2FZX9,355,355,8.3e-95,322.6,1,1,9.4e-95,322.4,2,350,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=SAOUHSC_00855 PE=3 SV=1
17,Q5HHG4,355,355,8.3e-95,322.6,1,1,9.4e-95,322.4,2,350,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL0922 PE=3 SV=1
18,O05413,347,355,1.8e-90,308.3,1,1,2.2e-90,308.1,2,343,0.96,Probable nitronate monooxygenase OS=Bacillus subtilis (strain 168) OX=224308 GN=yrpB PE=3 SV=1
19,O06179,375,355,4e-33,119.7,1,1,3.1e-32,116.8,23,362,0.79,Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1533 PE=1 SV=1
20,Q9I4V0,328,355,5.2e-33,119.4,1,2,1.4e-08,39.0,6,75,0.90,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
21,Q9I4V0,328,355,5.2e-33,119.4,2,2,1.4e-20,78.5,109,314,0.90,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
22,Q01284,378,355,5.4e-27,99.6,1,2,0.46,14.3,33,62,0.83,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
23,Q01284,378,355,5.4e-27,99.6,2,2,1.6e-22,84.9,152,368,0.78,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
24,Q8KCW4,494,355,4.5e-13,53.8,1,3,0.019,18.8,31,89,0.82,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
25,Q8KCW4,494,355,4.5e-13,53.8,2,3,69,7.1,260,301,0.87,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
26,Q8KCW4,494,355,4.5e-13,53.8,3,3,2.4e-05,28.3,330,374,0.87,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
27,P49058,404,355,1.1e-11,49.1,1,2,8.6e-05,26.5,32,125,0.79,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
28,P49058,404,355,1.1e-11,49.1,2,2,0.002,22.0,250,300,0.85,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
29,Q7UJL3,539,355,1.7e-11,48.6,1,3,8.8e-05,26.5,78,136,0.75,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
30,Q7UJL3,539,355,1.7e-11,48.6,2,3,6e+02,4.0,305,343,0.80,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
31,Q7UJL3,539,355,1.7e-11,48.6,3,3,0.002,22.0,371,441,0.77,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
32,Q9ZL14,481,355,2e-11,48.4,1,2,0.0006,23.7,30,107,0.83,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
33,Q9ZL14,481,355,2e-11,48.4,2,2,0.00079,23.4,320,366,0.88,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
34,Q9KGN8,485,355,3.4e-11,47.6,1,2,6.2e-06,30.3,33,102,0.85,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
35,Q9KGN8,485,355,3.4e-11,47.6,2,2,0.1,16.4,331,373,0.86,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
36,Q4VRV8,551,355,4.1e-11,47.3,1,2,0.024,18.5,40,93,0.78,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
37,Q4VRV8,551,355,4.1e-11,47.3,2,2,0.00048,24.1,335,391,0.85,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
38,Q12658,529,355,5.6e-11,46.9,1,3,0.041,17.7,62,121,0.87,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
39,Q12658,529,355,5.6e-11,46.9,2,3,8.4e+02,3.5,287,331,0.83,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
40,Q12658,529,355,5.6e-11,46.9,3,3,0.00075,23.4,357,411,0.87,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
41,P0DB88,493,355,7.2e-11,46.5,1,2,1.6e-05,28.9,35,105,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
42,P0DB88,493,355,7.2e-11,46.5,2,2,0.0084,20.0,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
43,P0DB89,493,355,7.2e-11,46.5,1,2,1.6e-05,28.9,35,105,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
44,P0DB89,493,355,7.2e-11,46.5,2,2,0.0084,20.0,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
45,P0C0H6,493,355,7.5e-11,46.5,1,2,1.6e-05,28.9,35,105,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
46,P0C0H6,493,355,7.5e-11,46.5,2,2,0.0084,20.0,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
47,P0C0H7,493,355,7.5e-11,46.5,1,2,1.6e-05,28.9,35,105,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
48,P0C0H7,493,355,7.5e-11,46.5,2,2,0.0084,20.0,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
49,P68839,493,355,7.5e-11,46.5,1,2,1.6e-05,28.9,35,105,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
50,P68839,493,355,7.5e-11,46.5,2,2,0.0084,20.0,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
51,Q5X9A3,493,355,7.5e-11,46.5,1,2,1.6e-05,28.9,35,105,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
52,Q5X9A3,493,355,7.5e-11,46.5,2,2,0.0084,20.0,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
53,P56088,481,355,8.8e-11,46.2,1,2,0.0014,22.6,30,107,0.83,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
54,P56088,481,355,8.8e-11,46.2,2,2,0.00079,23.4,320,366,0.88,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
55,Q9UY49,485,355,1.3e-10,45.7,1,2,0.0063,20.4,37,96,0.85,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
56,Q9UY49,485,355,1.3e-10,45.7,2,2,0.0025,21.7,313,370,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
57,F7CYY5,515,355,1.6e-10,45.4,1,3,0.059,17.2,53,91,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
58,F7CYY5,515,355,1.6e-10,45.4,2,3,2.4e+02,5.3,284,325,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
59,F7CYY5,515,355,1.6e-10,45.4,3,3,0.00059,23.8,352,408,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
60,O50316,494,355,1.9e-10,45.1,1,3,0.16,15.7,32,71,0.81,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
61,O50316,494,355,1.9e-10,45.1,2,3,1.2e+02,6.3,260,301,0.83,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
62,O50316,494,355,1.9e-10,45.1,3,3,3.9e-05,27.7,331,374,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
63,O67820,490,355,2e-10,45.1,1,3,0.019,18.8,35,93,0.82,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
64,O67820,490,355,2e-10,45.1,2,3,2.3e+02,5.4,263,302,0.81,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
65,O67820,490,355,2e-10,45.1,3,3,0.0012,22.7,331,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
66,Q59011,496,355,2.8e-10,44.6,1,2,0.018,18.9,39,92,0.82,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
67,Q59011,496,355,2.8e-10,44.6,2,2,0.00032,24.6,318,371,0.91,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
68,P42851,485,355,3.3e-10,44.4,1,2,0.0092,19.9,37,95,0.83,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
69,P42851,485,355,3.3e-10,44.4,2,2,0.0025,21.7,313,370,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
70,Q9HLK8,485,355,3.3e-10,44.3,1,2,0.0094,19.8,36,76,0.81,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
71,Q9HLK8,485,355,3.3e-10,44.3,2,2,0.0009,23.2,316,373,0.87,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
72,P24547,514,355,3.4e-10,44.3,1,2,0.08,16.8,53,92,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
73,P24547,514,355,3.4e-10,44.3,2,2,0.00032,24.6,351,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
74,E9PU28,514,355,3.6e-10,44.2,1,2,0.08,16.8,53,92,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
75,E9PU28,514,355,3.6e-10,44.2,2,2,0.00032,24.6,351,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
76,Q8F4Q4,508,355,3.6e-10,44.2,1,3,0.15,15.9,50,105,0.82,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
77,Q8F4Q4,508,355,3.6e-10,44.2,2,3,1.5e+03,2.7,277,317,0.87,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
78,Q8F4Q4,508,355,3.6e-10,44.2,3,3,0.00053,23.9,346,402,0.85,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
79,Q3SWY3,514,355,4.3e-10,44.0,1,2,0.08,16.8,53,92,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
80,Q3SWY3,514,355,4.3e-10,44.0,2,2,0.00032,24.6,351,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
81,P12269,514,355,4.3e-10,44.0,1,2,0.08,16.8,53,92,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
82,P12269,514,355,4.3e-10,44.0,2,2,0.00032,24.6,351,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
83,P12268,514,355,4.4e-10,43.9,1,2,0.08,16.8,53,92,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
84,P12268,514,355,4.4e-10,43.9,2,2,0.00032,24.6,351,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
85,B0UXP9,514,355,5.7e-10,43.6,1,3,0.087,16.6,53,92,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
86,B0UXP9,514,355,5.7e-10,43.6,2,3,1.9e+03,2.4,283,324,0.81,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
87,B0UXP9,514,355,5.7e-10,43.6,3,3,0.00059,23.8,351,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
88,P21879,488,355,1.3e-09,42.4,1,2,6.9e-05,26.8,35,103,0.86,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
89,P21879,488,355,1.3e-09,42.4,2,2,0.16,15.8,335,377,0.87,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
90,Q5RGV1,514,355,1.4e-09,42.3,1,2,0.019,18.8,53,92,0.85,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
91,Q5RGV1,514,355,1.4e-09,42.3,2,2,0.0035,21.2,353,406,0.86,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
92,O58045,486,355,1.7e-09,42.0,1,2,0.026,18.4,38,93,0.81,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
93,O58045,486,355,1.7e-09,42.0,2,2,0.0027,21.6,313,370,0.90,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
94,Q9SA34,502,355,2.3e-09,41.6,1,2,0.023,18.5,42,99,0.80,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
95,Q9SA34,502,355,2.3e-09,41.6,2,2,0.0025,21.7,340,394,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
96,P50096,514,355,2.6e-09,41.4,1,2,0.029,18.2,53,92,0.83,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
97,P50096,514,355,2.6e-09,41.4,2,2,0.0044,20.9,353,406,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
98,D3ZLZ7,514,355,2.6e-09,41.4,1,2,0.029,18.2,53,92,0.83,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
99,D3ZLZ7,514,355,2.6e-09,41.4,2,2,0.0044,20.9,353,406,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
100,A0JNA3,514,355,2.7e-09,41.3,1,2,0.029,18.2,53,92,0.83,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
101,A0JNA3,514,355,2.7e-09,41.3,2,2,0.0044,20.9,353,406,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
102,O00086,521,355,2.8e-09,41.3,1,2,0.014,19.3,57,121,0.86,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans OX=5476 GN=IMH3 PE=2 SV=1
103,O00086,521,355,2.8e-09,41.3,2,2,0.038,17.8,354,406,0.89,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans OX=5476 GN=IMH3 PE=2 SV=1
104,Q59Q46,521,355,2.8e-09,41.3,1,2,0.014,19.3,57,121,0.86,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=IMH3 PE=1 SV=2
105,Q59Q46,521,355,2.8e-09,41.3,2,2,0.038,17.8,354,406,0.89,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=IMH3 PE=1 SV=2
106,F6S675,512,355,3.7e-09,40.9,1,2,0.031,18.1,53,92,0.83,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
107,F6S675,512,355,3.7e-09,40.9,2,2,0.0043,20.9,351,404,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
108,Q6GMG5,544,355,3.9e-09,40.8,1,2,0.034,18.0,53,92,0.82,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
109,Q6GMG5,544,355,3.9e-09,40.8,2,2,0.0048,20.8,353,406,0.86,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
110,P20839,514,355,5e-09,40.5,1,2,0.029,18.2,53,92,0.83,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
111,P20839,514,355,5e-09,40.5,2,2,0.0052,20.7,353,406,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
112,Q07152,537,355,7.3e-09,39.9,1,2,0.047,17.5,75,113,0.86,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
113,Q07152,537,355,7.3e-09,39.9,2,2,0.002,22.0,370,425,0.86,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
114,Q5KP44,544,355,8.5e-09,39.7,1,2,0.26,15.1,71,128,0.81,Inosine-5'-monophosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04240 PE=3 SV=1
115,Q5KP44,544,355,8.5e-09,39.7,2,2,0.0025,21.7,366,418,0.89,Inosine-5'-monophosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04240 PE=3 SV=1
116,Q9HQU4,499,355,9.1e-09,39.6,1,2,0.26,15.1,45,90,0.78,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
117,Q9HQU4,499,355,9.1e-09,39.6,2,2,0.0015,22.4,330,380,0.86,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
118,Q54QQ0,515,355,9.7e-09,39.5,1,2,0.19,15.5,58,110,0.80,Inosine-5'-monophosphate dehydrogenase OS=Dictyostelium discoideum OX=44689 GN=impdh PE=1 SV=1
119,Q54QQ0,515,355,9.7e-09,39.5,2,2,0.0032,21.4,357,412,0.84,Inosine-5'-monophosphate dehydrogenase OS=Dictyostelium discoideum OX=44689 GN=impdh PE=1 SV=1
120,Q5HRX2,488,355,1.2e-08,39.2,1,3,0.00069,23.6,35,104,0.85,Inosine-5'-monophosphate dehydrogenase OS=Staphylococcus epidermidis (strain ATCC 35984 / RP62A) OX=176279 GN=guaB PE=3 SV=1
