,ids,e_value,hit_start,hit_end,bitscore,protein_length
137,B7NER0,0.000943941,256,368,44.3366,396
138,P33232,0.000943941,256,368,44.3366,396
139,B1IZI5,0.000943941,256,368,44.3366,396
140,A8A670,0.000943941,256,368,44.3366,396
141,B1X8M0,0.000943941,256,368,44.3366,396
142,C4ZXJ7,0.000943941,256,368,44.3366,396
143,Q8NKN9,0.00111604,106,204,43.5662,226
144,A7Z4Y0,0.00127483,315,579,44.3366,746
145,P44334,0.00127565,275,371,43.9514,488
146,Q7UJL3,0.00130476,308,493,44.3366,539
147,Q8FWN5,0.00188605,122,239,43.5662,525
148,Q8YBP2,0.00192648,115,232,43.5662,518
149,Q9KGN8,0.00199464,38,112,43.5662,485
150,Q5UZH1,0.00228016,147,226,42.7958,246
151,C6BW12,0.00257654,218,274,42.7958,305
152,A9B5I3,0.00298151,35,111,42.4106,240
153,Q02PL5,0.00392108,90,321,42.4106,342
154,A6V325,0.00595674,90,321,41.6402,342
155,Q9HZF8,0.00633937,90,321,41.6402,342
156,B7UWL8,0.00633937,90,321,41.6402,342
157,Q6GIG7,3.7952e-130,9,348,378.827,355
158,Q8NXG7,3.96457e-130,9,348,378.827,355
159,Q6GB05,4.32633e-130,9,348,378.827,355
160,Q99VF6,1.03596e-129,9,348,377.671,355
161,A5IR97,1.03596e-129,9,348,377.671,355
162,A6U025,1.03596e-129,9,348,377.671,355
163,A8Z1H7,1.53498e-128,9,348,374.59,355
164,A6QFD2,1.53498e-128,9,348,374.59,355
165,Q5HHG4,1.53498e-128,9,348,374.59,355
166,Q2FZX9,1.53498e-128,9,348,374.59,355
167,Q2FIF3,1.53498e-128,9,348,374.59,355
168,Q4L4T4,3.02329e-125,9,349,366.501,357
169,Q49W60,1.98463e-121,10,348,356.871,355
170,O05413,2.40814e-108,6,344,322.973,347
171,Q9HWH9,6.26797e-100,7,349,301.787,351
172,D0V3Y4,4.65568e-96,7,347,291.772,349
173,Q12723,1.51363e-89,10,374,275.979,374
174,B2TEK6,2.27035e-87,12,354,270.201,366
175,P47177,2.3983e-82,29,399,258.645,404
176,O06179,6.77265e-61,7,362,202.406,375
177,Q8T6T2,1.53574e-55,37,373,189.309,400
178,Q9I4V0,1.43545e-52,10,312,179.294,328
179,P49058,9.78625e-49,37,378,171.59,404
180,Q8ERJ2,1.68042e-37,60,272,140.003,327
181,Q6HAI0,6.08196e-37,61,272,138.462,327
182,A0RLN5,6.1515e-37,62,273,138.462,328
183,Q72WY4,2.04323e-36,61,272,136.922,327
184,Q814I1,2.97734e-36,62,273,136.536,328
185,Q630E8,3.26832e-36,61,272,136.536,327
186,Q81JJ9,3.86225e-36,61,272,136.536,327
187,O05269,2.91778e-35,62,298,133.84,326
188,A7Z8C3,3.3409e-35,62,272,133.84,326
189,B5XLI1,1.34801e-34,71,299,132.299,327
190,Q48TL6,1.34801e-34,71,299,132.299,327
191,P0DB91,1.39074e-34,71,299,132.299,327
192,Q1JGV8,1.39074e-34,71,299,132.299,327
193,P0DB90,1.39074e-34,71,299,132.299,327
194,Q5WD10,1.74836e-34,62,273,131.914,328
195,Q99ZQ1,1.80364e-34,71,299,131.914,327
196,Q9ZL14,2.35179e-34,35,449,134.61,481
197,Q65LF6,2.9094e-34,62,272,131.529,326
198,Q01284,3.11237e-34,33,365,132.299,378
199,P56088,3.62985e-34,35,449,134.225,481
200,Q1J6M7,3.8518e-34,71,299,131.144,327
201,Q1JLQ8,3.8518e-34,71,299,131.144,327
202,Q1JBS5,3.8518e-34,71,299,131.144,327
203,Q5XC75,3.8518e-34,71,299,131.144,327
204,Q8P129,4.31812e-34,71,299,130.758,327
205,Q7UJL3,4.76727e-34,247,498,134.61,539
206,Q97DK4,5.5985e-34,62,298,130.758,327
207,C1DDY1,9.97465e-34,90,332,130.373,347
208,C0MAM1,1.06569e-33,71,299,129.988,327
209,C0MF02,1.23234e-33,71,299,129.603,327
210,Q8E578,1.75362e-33,71,299,129.218,327
211,Q8DZL4,1.96557e-33,71,299,129.218,327
212,A2REI5,1.98607e-33,71,299,129.218,327
213,Q9KGN8,2.2429e-33,38,452,131.914,485
214,Q49XD2,3.33413e-33,60,271,128.447,328
215,Q38YF0,3.62643e-33,36,297,128.447,325
216,B9DS39,5.5425e-33,71,327,128.062,327
217,Q3K110,1.07543e-32,71,299,127.292,327
218,P60564,1.59561e-32,60,271,126.521,325
219,Q6G9M1,1.59561e-32,60,271,126.521,325
220,P60563,1.59561e-32,60,271,126.521,325
221,P60562,1.59561e-32,60,271,126.521,325
222,A5ISL9,1.59561e-32,60,271,126.521,325
223,A6U1F7,1.59561e-32,60,271,126.521,325
224,A7X1Z1,1.59561e-32,60,271,126.521,325
225,Q6GH69,1.82545e-32,60,271,126.521,325
226,C4L088,1.86132e-32,62,272,126.521,327
227,Q9ZKZ2,1.86363e-32,61,297,126.521,325
228,A6QGN9,1.88302e-32,60,271,126.521,325
229,Q5HG83,1.88302e-32,60,271,126.521,325
230,Q2FYU4,1.88302e-32,60,271,126.521,325
231,Q2FH96,1.88302e-32,60,271,126.521,325
232,Q88L40,1.93407e-32,90,332,126.906,340
233,A8AXD6,2.10737e-32,71,299,126.521,327
234,Q2YXS9,2.29221e-32,60,271,126.136,325
235,B2USX4,2.93832e-32,87,271,126.136,325
236,B5Z7L6,2.99975e-32,36,271,125.751,325
237,B1HNS5,4.30168e-32,62,298,125.751,327
238,C3K017,4.98923e-32,90,326,125.751,341
239,O25525,5.6279e-32,38,273,125.366,327
240,B0KG90,7.15676e-32,90,332,125.366,341
241,B9DP67,7.52903e-32,60,297,124.98,325
242,Q1CT17,8.52301e-32,93,307,124.595,325
243,O67820,1.07861e-31,213,456,127.292,490
244,B1IC44,1.25836e-31,71,299,124.21,328
245,A4W0T4,1.77089e-31,71,299,123.825,327
246,A4VUJ2,1.80782e-31,71,299,123.825,327
247,Q02Z38,2.4834e-31,88,275,123.44,329
248,C1CEK5,2.53822e-31,71,299,123.44,328
249,A2RL29,2.78169e-31,88,275,123.44,329
250,Q9CGF1,2.78169e-31,88,275,123.44,329
251,Q8CPC9,2.79445e-31,67,271,123.44,325
252,Q5HPK5,2.79445e-31,67,271,123.44,325
253,Q48JY0,2.80403e-31,90,326,123.825,343
254,C1CR55,3.02462e-31,71,299,123.44,328
255,Q883P1,3.17232e-31,90,341,123.44,343
256,C1CKY8,3.25101e-31,71,299,123.054,328
257,B8ZJR9,3.2847e-31,71,299,123.054,328
258,Q97QG5,3.64144e-31,71,299,123.054,328
259,Q4KFI7,4.00904e-31,90,326,123.054,339
260,Q9HLK8,5.04831e-31,42,447,125.366,485
261,Q831S1,5.87221e-31,61,307,122.284,325
262,Q8DPJ7,6.15954e-31,71,299,122.669,328
263,C1C7M7,6.15954e-31,71,299,122.669,328
264,Q04K71,6.15954e-31,71,299,122.669,328
265,A4XWQ0,6.22658e-31,90,340,122.669,340
266,Q1ICL4,7.88714e-31,90,332,122.284,340
267,Q04GD9,1.35633e-30,61,297,121.514,323
268,Q3KFC7,1.81632e-30,90,326,121.514,339
269,B1YH73,1.99193e-30,63,273,121.128,328
270,Q03AR1,2.20422e-30,40,301,121.128,329
271,B1J5B5,2.46027e-30,90,341,121.128,341
272,B2IPN4,2.57605e-30,71,299,120.743,328
273,Q8KCW4,2.60599e-30,253,459,123.44,494
274,O50316,2.6847e-30,241,483,123.44,494
275,B3WCK9,2.76379e-30,40,301,120.743,329
276,B5E4Y3,2.79695e-30,71,299,120.743,328
277,Q4L646,4.24008e-30,60,271,119.973,325
278,Q4ZUM3,4.30339e-30,90,341,120.358,343
279,Q9L6B7,1.65077e-29,238,453,121.128,487
280,Q03GJ0,2.1492e-29,61,271,118.432,325
281,A9BNR6,2.89396e-29,92,296,118.047,325
282,A4VM41,3.19859e-29,90,332,118.047,343
283,A1WB23,4.49772e-29,92,296,117.276,325
284,Q21U05,4.59089e-29,92,296,117.276,325
285,Q6GC82,4.70744e-29,228,474,119.973,488
286,Q6GJQ7,4.70744e-29,228,474,119.973,488
287,P99106,4.70744e-29,228,474,119.973,488
288,P65169,4.70744e-29,228,474,119.973,488
289,Q5HIQ7,4.70744e-29,228,474,119.973,488
290,Q2YVL6,4.70744e-29,228,474,119.973,488
291,Q2G0Y7,4.70744e-29,228,474,119.973,488
292,Q2FJM6,4.70744e-29,228,474,119.973,488
293,B9ME75,5.46476e-29,92,296,117.276,325
294,P44334,5.62356e-29,203,454,119.973,488
295,Q8NY70,5.85018e-29,228,474,119.588,488
296,A6V325,6.4919e-29,90,332,117.276,342
297,Q02PL5,7.80166e-29,90,332,117.276,342
298,Q9HZF8,1.02771e-28,90,332,116.891,342
299,B7UWL8,1.02771e-28,90,332,116.891,342
300,Q88SV5,2.00597e-28,62,299,115.736,325
301,P0C0H6,3.2959e-28,41,478,117.662,493
302,P68839,3.2959e-28,41,478,117.662,493
303,Q5X9A3,3.2959e-28,41,478,117.662,493
304,P0C0H7,3.2959e-28,41,478,117.662,493
305,P21879,5.06525e-28,241,473,117.276,488
306,P0DB89,6.00191e-28,41,478,116.891,493
307,P0DB88,6.00191e-28,41,478,116.891,493
308,Q8U192,6.52458e-28,8,204,111.113,207
309,B1L993,6.70105e-28,167,414,116.891,507
310,Q9WYM8,6.70105e-28,167,414,116.891,507
311,Q4L385,7.00679e-28,240,455,116.891,488
312,Q49UU8,7.43243e-28,240,455,116.506,488
313,C5CT60,7.57405e-28,92,296,114.195,325
314,Q0WD32,7.74113e-28,202,446,116.506,487
315,A1TNF7,7.97073e-28,92,296,114.195,325
316,P60565,1.14691e-27,67,303,113.81,330
317,Q1GBV3,1.55705e-27,67,303,113.424,330
318,Q04CB0,1.5891e-27,67,303,113.424,330
319,Q4QEB3,1.80401e-27,238,467,115.736,492
320,Q8CMQ7,4.56407e-27,240,474,114.58,488
321,Q5HRX2,4.56407e-27,240,474,114.58,488
322,B9KBQ2,4.8179e-27,167,414,114.58,507
323,E9BDA8,5.34823e-27,238,467,114.195,492
324,Q6F1U6,1.12063e-26,59,297,110.728,320
325,P42851,1.80573e-26,42,476,112.654,485
326,Q1WT04,2.61935e-26,61,297,109.958,325
327,Q9UY49,3.12018e-26,42,476,111.884,485
328,B1XWM8,3.2748e-26,108,296,109.572,325
329,Q045S8,3.38624e-26,90,303,109.572,330
330,O58045,3.89657e-26,42,450,111.884,486
331,Q5FHY3,3.90256e-26,66,303,109.572,330
332,A1VMA8,5.16969e-26,92,270,109.187,325
333,Q7NTY1,5.21033e-26,80,270,108.802,316
334,Q8G3N6,6.43814e-26,285,508,111.498,545
335,Q12CT8,7.91386e-26,92,296,108.417,325
336,A1WIJ3,8.07643e-26,92,296,108.417,322
337,O58878,1.01485e-25,8,204,105.335,207
338,Q03TT0,1.79534e-25,84,293,107.646,328
339,Q9UZQ5,3.85377e-25,8,204,103.794,207
340,Q6MUI1,1.07415e-24,36,317,105.335,320
341,A5G3H0,1.23635e-24,53,277,104.95,305
342,Q39UK4,1.81669e-24,53,277,104.565,305
343,Q5P1A9,8.36283e-24,88,331,103.409,350
344,Q8A9C3,1.46626e-23,54,277,101.868,303
345,A6L5H1,2.08703e-23,54,272,101.483,303
346,Q480K7,2.69457e-23,91,333,101.868,336
347,Q82ST3,3.80546e-23,89,321,101.483,342
348,B5EFU4,4.78145e-23,53,277,100.713,305
349,Q609J2,5.04092e-23,92,328,101.098,340
350,A9A5Y7,7.58724e-23,234,451,102.254,476
351,Q12658,9.88569e-23,292,434,102.254,529
352,A4SME2,1.29138e-22,91,333,99.9425,336
353,Q4VRV8,1.37501e-22,219,423,101.868,551
354,Q9SA34,1.62297e-22,235,473,101.483,502
355,C6E6N2,1.78349e-22,53,277,98.7869,305
356,B0UXP9,2.25489e-22,254,420,101.098,514
357,A0KKK9,2.69798e-22,91,323,99.1721,336
358,E9PU28,2.83271e-22,254,438,100.713,514
359,P24547,3.02754e-22,254,438,100.713,514
360,Q0AIB4,3.46633e-22,89,329,98.7869,342
361,Q3SWY3,4.02575e-22,285,438,100.328,514
362,A7Z4Y0,4.36619e-22,314,581,100.713,746
363,P12269,5.40315e-22,254,438,99.9425,514
364,P12268,5.94095e-22,260,438,99.9425,514
365,Q64TN0,6.61859e-22,11,277,97.2461,303
366,Q5LCI2,6.61859e-22,11,277,97.2461,303
367,Q07152,6.94817e-22,273,448,99.9425,537
368,B3PIL8,8.89233e-22,90,322,97.6313,342
369,Q7NX17,1.06931e-21,91,323,97.6313,344
370,Q5KP44,1.23787e-21,201,418,99.1721,544
371,Q9KH33,1.59551e-21,223,456,98.4017,498
372,B9M211,1.78356e-21,53,277,96.0905,305
373,Q9JX66,2.8241e-21,88,331,96.0905,335
374,F7CYY5,4.31208e-21,286,421,97.2461,515
375,P47996,4.32473e-21,236,423,97.2461,503
376,Q1H411,4.34865e-21,91,323,95.7053,337
377,Q54QQ0,5.35807e-21,249,442,97.2461,515
378,O00086,5.41567e-21,258,429,97.2461,521
379,Q59Q46,5.41567e-21,258,429,97.2461,521
380,Q6FCL9,5.9106e-21,88,321,95.3201,334
381,Q87PB7,9.83985e-21,91,335,94.5497,336
382,Q0A8M5,1.03496e-20,91,323,94.5497,340
383,F6S675,1.21653e-20,283,495,96.0905,512
384,A1ASB3,1.36848e-20,52,278,93.7793,304
385,Q6LRA2,1.37597e-20,91,336,94.1645,336
386,Q6D456,1.40336e-20,91,324,94.1645,336
387,Q13ZM3,1.44664e-20,94,337,94.1645,340
388,Q6GMG5,1.49472e-20,254,420,95.7053,544
389,Q2SCG9,1.5085e-20,91,323,94.1645,341
390,Q5RGV1,2.05615e-20,285,497,95.3201,514
391,A1KRQ4,2.07559e-20,106,331,93.7793,335
392,A1K7M2,2.17621e-20,88,320,93.7793,338
393,Q5F605,2.52744e-20,88,331,93.3941,335
394,A9M3G1,2.59101e-20,106,337,93.3941,341
395,Q6A6A0,3.23666e-20,109,228,91.0829,229
396,Q83CY0,3.55625e-20,73,334,93.3941,347
397,A9NCV1,3.55625e-20,73,334,93.3941,347
398,A9KCF2,3.55625e-20,73,334,93.3941,347
399,B6J0A5,3.55625e-20,73,334,93.3941,347
400,B6J754,3.55625e-20,73,334,93.3941,347
401,A9AJX4,3.90799e-20,94,337,93.0089,345
402,Q9NJD8,4.28936e-20,48,332,93.3941,364
403,A6VW35,4.71689e-20,90,338,93.0089,346
404,Q59011,4.72944e-20,229,461,94.1645,496
405,A7N0L2,4.80255e-20,91,335,92.6237,336
406,C3LMH4,4.84997e-20,91,335,92.6237,336
407,Q9KRZ2,4.84997e-20,91,335,92.6237,336
408,A5F839,4.84997e-20,91,335,92.6237,336
409,B4EVC3,5.0444e-20,91,327,92.6237,336
410,A1TZG0,5.29495e-20,90,332,92.6237,340
411,P20839,5.46829e-20,254,420,94.1645,514
412,A0JNA3,5.6777e-20,290,420,94.1645,514
413,O29309,7.04812e-20,171,420,93.7793,511
414,P50096,7.18038e-20,290,420,93.7793,514
415,D3ZLZ7,7.24813e-20,290,420,93.7793,514
416,B5YJH1,7.50836e-20,51,293,91.4681,303
417,B3E4T4,9.10365e-20,52,276,91.4681,304
418,C4K4A3,1.03285e-19,91,335,91.8533,336
419,B2VC84,1.07417e-19,91,333,91.8533,336
420,Q8EDZ8,1.09166e-19,91,336,91.8533,339
421,A7MEW0,1.15049e-19,91,333,91.4681,336
422,B2JKL9,1.16842e-19,94,330,91.8533,344
423,Q12NG2,1.23993e-19,91,323,91.4681,339
424,Q0HVV6,1.35418e-19,91,336,91.4681,339
425,Q0HJL0,1.35418e-19,91,336,91.4681,339
426,B1LJR7,1.78811e-19,91,322,91.0829,336
427,B7N3A7,1.78811e-19,91,322,91.0829,336
428,B7NM29,1.78811e-19,91,322,91.0829,336
429,Q8K9I5,1.85954e-19,91,335,91.0829,336
430,A0KW50,2.02278e-19,91,336,91.0829,339
431,Q040Z7,2.31126e-19,31,214,88.7717,230
432,B8E984,2.76591e-19,91,323,90.6977,339
433,Q2SVL9,2.81907e-19,94,337,90.6977,345
434,P50094,2.84548e-19,257,442,91.8533,524
435,Q0BFR0,2.9028e-19,94,337,90.6977,345
436,A6WP30,2.93296e-19,91,323,90.6977,339
437,Q8R806,3.18891e-19,50,204,88.0013,214
438,B7VNK9,3.28013e-19,91,323,90.3125,336
439,C6DFC0,3.28013e-19,91,324,90.3125,336
440,Q99L27,3.33953e-19,48,327,90.3125,348
441,A1RJ06,3.3959e-19,91,336,90.3125,339
442,A4Y7I2,3.3959e-19,91,336,90.3125,339
443,A9L4D0,3.42924e-19,91,323,90.3125,339
444,A3D5B9,3.4629e-19,91,323,90.3125,339
445,Q8XNZ3,3.46422e-19,27,206,88.0013,221
446,Q0TUP9,3.46422e-19,27,206,88.0013,221
447,Q1RDR9,3.68843e-19,91,322,90.3125,336
448,Q8FJ91,3.68843e-19,91,322,90.3125,336
449,Q0TJB6,3.68843e-19,91,322,90.3125,336
450,A1A9L5,3.68843e-19,91,322,90.3125,336
451,B7MS56,3.68843e-19,91,322,90.3125,336
452,B7MHP7,3.68843e-19,91,322,90.3125,336
453,B7UN24,3.68843e-19,91,322,90.3125,336
454,Q2NU82,3.79819e-19,91,335,90.3125,336
455,P50098,4.83074e-19,284,493,91.4681,512
456,A9KKR5,4.84912e-19,48,275,89.1569,300
457,P25468,5.19225e-19,91,322,89.9273,336
458,B4TRW8,5.19225e-19,91,322,89.9273,336
459,B5BBM2,5.19225e-19,91,322,89.9273,336
460,C0PVS5,5.19225e-19,91,322,89.9273,336
461,A9N6Y4,5.19225e-19,91,322,89.9273,336
462,Q5PGE0,5.19225e-19,91,322,89.9273,336
463,B4T1Y8,5.19225e-19,91,322,89.9273,336
464,B4TDY5,5.19225e-19,91,322,89.9273,336
465,B5QZE8,5.19225e-19,91,322,89.9273,336
466,B5FQY8,5.19225e-19,91,322,89.9273,336
467,B5F1U2,5.19225e-19,91,322,89.9273,336
468,Q7W4W6,5.28266e-19,96,349,89.9273,349
469,B5R8M3,5.45207e-19,91,322,89.5421,336
470,Q9K1D7,5.54975e-19,106,331,89.5421,335
471,Q57QU4,5.78101e-19,91,322,89.5421,336
472,O14344,5.84252e-19,260,428,91.0829,524
473,Q185B2,6.02447e-19,27,206,87.6161,223
474,P61422,6.15183e-19,12,207,91.0829,490
475,A4W8V7,6.69256e-19,91,322,89.5421,336
476,A1JMP8,6.7582e-19,91,322,89.5421,336
477,Q0SWI9,6.86797e-19,27,206,87.2309,221
478,P0ADG9,6.96802e-19,202,446,90.6977,488
479,P0ADG7,6.96802e-19,202,446,90.6977,488
480,P0ADG8,6.96802e-19,202,446,90.6977,488
481,Q3Z3H6,7.90004e-19,91,322,89.1569,336
482,Q31YK8,7.90004e-19,91,322,89.1569,336
483,B2TUD4,7.90004e-19,91,322,89.1569,336
484,B6I919,7.90004e-19,91,322,89.1569,336
485,P0A7E1,7.90004e-19,91,322,89.1569,336
486,B1IVY7,7.90004e-19,91,322,89.1569,336
487,A7ZYP7,7.90004e-19,91,322,89.1569,336
488,B1X8P9,7.90004e-19,91,322,89.1569,336
489,C4ZQ71,7.90004e-19,91,322,89.1569,336
490,B7M874,7.90004e-19,91,322,89.1569,336
491,B5YT76,7.90004e-19,91,322,89.1569,336
492,P0A7E2,7.90004e-19,91,322,89.1569,336
493,B7LE45,7.90004e-19,91,322,89.1569,336
494,A7ZK49,7.90004e-19,91,322,89.1569,336
495,Q9P2T1,8.17556e-19,48,327,89.5421,348
496,A9MHU3,8.29489e-19,91,322,89.1569,336
497,Q0W1L8,9.08715e-19,47,211,86.8457,212
498,Q7WGE4,9.28365e-19,96,349,89.1569,349
499,Q2Y5H8,9.36708e-19,89,321,89.1569,348
500,P50095,9.55792e-19,258,441,90.3125,523
501,A1SX25,9.69552e-19,91,324,89.1569,336
502,Q58746,9.9622e-19,170,452,90.3125,510
503,Q3SL21,1.06006e-18,90,322,88.7717,337
504,Q83RX6,1.10054e-18,91,322,88.7717,336
505,Q0T689,1.10054e-18,91,322,88.7717,336
506,A8M9N4,1.10596e-18,5,191,86.4605,205
507,B2SLB9,1.24375e-18,90,323,88.7717,351
508,Q32L93,1.26579e-18,48,327,88.7717,348
509,A8AID4,1.31152e-18,91,322,88.7717,336
510,Q3IGZ1,1.32436e-18,91,323,88.7717,336
511,B7LNV5,1.33732e-18,91,322,88.7717,336
512,Q74HT0,1.39457e-18,31,214,86.4605,230
513,Q5E5B6,1.43168e-18,91,333,88.3865,336
514,Q2KW44,1.46509e-18,96,335,88.7717,349
515,Q5H0N0,1.50995e-18,90,323,88.7717,351
