,ids,e_value,hit_start,hit_end,bitscore,protein_length
56,A3N3E5,5.2786e-05,256,333,48.358,381
57,B3E4T4,5.68532e-05,231,268,47.9728,304
58,A6VW35,6.60493e-05,230,342,47.9728,346
59,Q6DAY3,7.34753e-05,256,333,47.9728,386
60,Q12658,8.49689e-05,357,411,47.9728,529
61,A5FJK8,8.98797e-05,191,234,46.8172,243
62,O26154,0.000101346,234,309,47.2024,349
63,A6L5H1,0.000102708,230,270,47.2024,303
64,A0B7W4,0.000121957,178,224,46.432,242
65,Q01YA2,0.000122336,229,268,46.8172,304
66,Q07152,0.000126168,327,415,47.2024,537
67,Q5KP44,0.000136151,364,450,47.2024,544
68,A1K7M2,0.000140935,225,314,46.8172,338
69,B5YJH1,0.000158282,231,270,46.432,303
70,A4VM41,0.000158956,231,321,46.8172,343
71,Q480K7,0.000161776,231,322,46.432,336
72,E9PU28,0.000162734,350,407,46.8172,514
73,P24547,0.000162734,350,407,46.8172,514
74,P12268,0.000162734,350,407,46.8172,514
75,P12269,0.000162734,350,407,46.8172,514
76,Q3SWY3,0.000162734,350,407,46.8172,514
77,B9M211,0.000166758,232,272,46.432,305
78,P47996,0.000193981,344,382,46.8172,503
79,Q9HZF8,0.000194766,237,321,46.432,342
80,B7UWL8,0.000194766,237,321,46.432,342
81,A6V325,0.000194766,237,321,46.432,342
82,Q02PL5,0.000196516,237,321,46.432,342
83,P56088,0.000209267,322,365,46.432,481
84,Q9ZL14,0.000211126,322,365,46.432,481
85,B2UNA2,0.000216133,236,326,46.432,348
86,P54322,0.000243871,182,281,46.0468,311
87,B0T7X2,0.000248302,256,333,46.0468,380
88,A2SQR0,0.000250705,181,220,45.2764,236
89,B1XV77,0.000253663,236,322,46.0468,344
90,B0UXP9,0.000318389,350,407,46.0468,514
91,A1KRQ4,0.000321381,276,314,45.6616,335
92,A9M3G1,0.00033817,276,314,45.6616,341
93,B2JKL9,0.000340645,265,325,45.6616,344
94,A4X5V3,0.000389723,141,261,45.2764,306
95,B2G5A3,0.000433033,236,287,45.2764,308
96,A5VHS3,0.000433033,236,287,45.2764,308
97,F7CYY5,0.000445615,351,408,45.6616,515
98,Q8CWG1,0.000480328,230,266,44.8912,304
99,O87392,0.000493969,243,326,45.2764,442
100,A1WTJ3,0.000520467,232,317,44.8912,342
101,A4WDW4,0.000523647,81,227,44.506,235
102,B4SMK1,0.000527925,256,333,45.2764,379
103,A9AJX4,0.000543202,234,325,44.8912,345
104,Q6A912,0.000570196,233,278,44.8912,307
105,B2FIJ0,0.000577012,256,333,44.8912,379
106,Q4VRV8,0.000596801,339,423,45.2764,551
107,O00086,0.000599103,352,406,45.2764,521
108,Q59Q46,0.000599103,352,406,45.2764,521
109,B0KAS1,0.000603216,191,233,44.506,292
110,Q8RG85,0.000606732,229,277,44.506,304
111,Q8ZUF0,0.000624316,233,275,44.8912,336
112,B2A2Z7,0.000626519,179,236,44.506,295
113,B0K4N7,0.00063671,191,233,44.506,292
114,Q8RBJ3,0.00070937,191,233,44.506,292
115,A1ASB3,0.00073268,231,276,44.506,304
116,A9IN89,0.000779097,256,333,44.506,383
117,Q84XA3,0.000824392,340,381,44.8912,502
118,Q9HLK8,0.000894571,313,367,44.506,485
119,Q8PE75,0.000902623,256,333,44.506,386
120,Q4V0H2,0.000902623,256,333,44.506,386
121,Q82ST3,0.000929687,229,315,44.1208,342
122,A7MPA0,0.000940227,201,302,44.1208,347
123,P16250,0.000945332,51,112,43.7356,240
124,Q5H6Z4,0.000955159,256,333,44.506,388
125,B2SUY3,0.000955159,256,333,44.506,388
126,Q2P9K0,0.000955159,256,333,44.506,388
127,O26762,0.000975548,192,283,44.1208,293
128,B0RLM2,0.000977708,256,333,44.1208,386
129,Q8FWN5,0.000984497,122,240,44.506,525
130,Q54E41,0.000989682,260,333,44.1208,388
131,Q30NR6,0.0009946,186,229,43.7356,252
132,B1J5B5,0.00103235,230,321,44.1208,341
133,Q8YBP2,0.00105061,115,233,44.506,518
134,A9B5I3,0.00108426,35,111,43.3504,240
135,Q8TYD6,0.00108741,121,224,43.7356,242
136,Q3BZH2,0.00110091,256,333,44.1208,388
137,Q8PR33,0.00111072,256,333,44.1208,388
138,B3GXB6,0.00113442,194,236,43.7356,295
139,C4XPD6,0.00120793,232,269,43.7356,306
140,A4J560,0.0012555,231,278,43.7356,304
141,C6A3U0,0.00126132,257,297,44.1208,374
142,Q6G0J2,0.00126971,256,333,44.1208,383
143,Q2SVL9,0.00127883,265,325,43.7356,345
144,B3PIL8,0.00128168,230,321,43.7356,342
145,B0BUD0,0.00128657,194,236,43.7356,295
146,A3MZT8,0.00130991,194,236,43.7356,295
147,P45293,0.00131529,193,234,43.7356,291
148,A5UBN2,0.00131529,193,234,43.7356,291
149,Q4QJU5,0.00131529,193,234,43.7356,291
150,Q9CFW8,0.00134122,182,281,43.7356,311
151,A8FD19,0.00141114,226,275,43.7356,310
152,Q5QX65,0.00143821,230,320,43.7356,334
153,Q01335,0.0014945,205,306,43.7356,347
154,Q6M174,0.00153321,254,319,43.7356,355
155,Q6FFS1,0.00161618,256,333,43.7356,384
156,Q5UZH1,0.00164716,187,226,42.9652,246
157,O67820,0.00181976,332,374,43.7356,490
158,A8MIU4,0.00183498,229,268,43.3504,302
159,Q8T6T2,0.00184268,35,284,43.3504,400
160,Q9JX66,0.00185075,276,314,43.3504,335
161,B1L993,0.00192935,325,410,43.7356,507
162,Q9WYM8,0.00192935,325,410,43.7356,507
163,B9DPN4,0.00195431,227,266,42.9652,305
164,Q8DGQ5,0.00203278,165,205,42.58,228
165,Q0BFR0,0.00214409,237,325,42.9652,345
166,A9B891,0.00223081,192,234,42.9652,293
167,A5UF86,0.00223577,193,234,42.9652,291
168,B1JPU0,0.00233448,256,333,42.9652,381
169,Q66C32,0.00233448,256,333,42.9652,381
170,A4TKI4,0.00233448,256,333,42.9652,381
171,Q1CGZ1,0.00233448,256,333,42.9652,381
172,A9R623,0.00233448,256,333,42.9652,381
173,Q8ZFV8,0.00233448,256,333,42.9652,381
174,B2JZQ1,0.00233448,256,333,42.9652,381
175,Q1C9P0,0.00233448,256,333,42.9652,381
176,A7FJF0,0.00233448,256,333,42.9652,381
177,C6BW12,0.00244511,228,279,42.9652,305
178,Q8EUY2,0.00251916,233,273,42.9652,306
179,B9KBQ2,0.00255737,325,410,43.3504,507
180,Q5JHR7,0.00274709,229,265,42.58,302
181,Q3IT10,0.00276086,187,224,42.1948,239
182,Q82AA1,0.0027829,52,113,42.1948,242
183,P60799,0.00286167,180,236,42.58,295
184,A8YZL5,0.00286167,180,236,42.58,295
185,Q6GBW9,0.00286167,180,236,42.58,295
186,Q6GJF0,0.00286167,180,236,42.58,295
187,P60798,0.00286167,180,236,42.58,295
188,P60797,0.00286167,180,236,42.58,295
189,A6QEH1,0.00286167,180,236,42.58,295
190,Q5HIF5,0.00286167,180,236,42.58,295
191,A5IQ72,0.00286167,180,236,42.58,295
192,Q2G0Q1,0.00286167,180,236,42.58,295
193,Q2FJC1,0.00286167,180,236,42.58,295
194,A6TYZ5,0.00286167,180,236,42.58,295
195,A7WYT1,0.00286167,180,236,42.58,295
196,A4XWQ0,0.00289699,241,321,42.58,340
197,Q58746,0.00295119,280,415,42.9652,510
198,Q8CQV7,0.00296627,180,236,42.58,295
199,Q5HRN5,0.00296627,180,236,42.58,295
200,Q8F4Q4,0.00302538,348,400,42.9652,508
201,A8M9N4,0.00317503,83,179,41.8096,205
202,Q7VL86,0.00318708,194,236,42.58,295
203,A7Z0D3,0.00320546,179,259,42.58,294
204,A4WHH6,0.00326023,234,276,42.58,337
205,Q8H3I4,0.00330341,218,309,42.58,366
206,O59185,0.0033558,229,265,42.58,303
207,Q7VPI9,0.00341832,256,333,42.58,381
208,Q21JW9,0.00348529,230,321,42.58,339
209,B9MS26,0.003541,230,267,42.1948,300
210,Q84IL8,0.00354698,135,177,41.8096,232
211,A5EV79,0.00366057,232,314,42.58,337
212,Q9K1D7,0.00384449,276,314,42.1948,335
213,Q9V0Y6,0.00429975,225,261,42.1948,299
214,Q0AIB4,0.00430484,229,315,42.1948,342
215,A4SME2,0.00432612,223,322,42.1948,336
216,F2MMN9,0.00434402,175,270,42.1948,312
217,A1AHE2,0.00436375,256,333,42.1948,396
218,P0DH74,0.00442239,175,270,42.1948,312
219,A8HTC9,0.00461342,259,332,42.1948,380
220,A1TZG0,0.00464428,230,321,42.1948,340
221,F6S675,0.0047119,352,394,42.1948,512
222,Q5FJB5,0.00490012,231,270,41.8096,307
223,Q4L3H8,0.00508135,180,236,41.8096,295
224,A9WQA3,0.00513065,57,108,41.4244,244
225,P21795,0.00514825,272,344,42.1948,394
226,Q65PL2,0.00515719,179,259,41.8096,294
227,Q9CLJ6,0.0051733,194,236,41.8096,295
228,A8EQW5,0.00522246,177,224,41.4244,253
229,A5UY94,0.00528119,192,234,41.8096,293
230,A7NQB8,0.00532878,192,234,41.8096,293
231,P42851,0.00549746,312,366,42.1948,485
232,Q6GMG5,0.00564548,354,396,42.1948,544
233,O58045,0.00569936,312,366,42.1948,486
234,Q9UY49,0.00574485,312,366,42.1948,485
235,Q24JJ8,0.00579971,234,306,41.8096,363
236,P61422,0.00587163,115,194,42.1948,490
237,P25996,0.00603069,226,275,41.8096,311
238,Q5RGV1,0.00614364,354,396,41.8096,514
239,Q8PWS2,0.00644744,188,227,41.0392,246
240,A4XYG7,0.00645048,256,333,41.8096,379
241,B9DKX7,0.00653124,179,236,41.4244,295
242,Q6WB83,0.0065658,256,333,41.8096,379
243,A0JNA3,0.00659132,354,396,41.8096,514
244,Q54QQ0,0.00671319,358,407,41.8096,515
245,P37527,0.00674894,193,259,41.4244,294
246,Q83CY0,0.00678438,223,322,41.4244,347
247,A9NCV1,0.00678438,223,322,41.4244,347
248,A9KCF2,0.00678438,223,322,41.4244,347
249,B6J0A5,0.00678438,223,322,41.4244,347
250,B6J754,0.00678438,223,322,41.4244,347
251,A8FAD5,0.00680972,193,259,41.4244,294
252,C5D337,0.0069329,196,257,41.4244,294
253,A3MSN0,0.00693518,233,275,41.4244,336
254,B0VND0,0.00702894,256,333,41.8096,383
255,Q4ZY06,0.00712181,256,329,41.4244,380
256,P50096,0.00713401,354,396,41.8096,514
257,P0C0H6,0.00720656,38,86,41.8096,493
258,P0DB89,0.00720656,38,86,41.8096,493
259,P68839,0.00720656,38,86,41.8096,493
260,Q5X9A3,0.00720656,38,86,41.8096,493
261,P0DB88,0.00720656,38,86,41.8096,493
262,P0C0H7,0.00720656,38,86,41.8096,493
263,D3ZLZ7,0.00726054,354,396,41.8096,514
264,B0V6L1,0.00788655,256,333,41.4244,383
265,A3M0X0,0.00788655,256,333,41.4244,383
266,B2I061,0.00788655,256,333,41.4244,383
267,B7IBS4,0.00788655,256,333,41.4244,383
268,B7H2H0,0.00788655,256,333,41.4244,383
269,B1L920,0.00797753,195,236,41.0392,293
270,Q9WYU4,0.00797753,195,236,41.0392,293
271,A5IJU8,0.00804936,195,236,41.0392,293
272,B1I4M6,0.00837972,231,268,41.0392,307
273,Q609J2,0.00850538,232,323,41.4244,340
274,Q9HV37,0.00866719,256,348,41.4244,381
275,B7V1I3,0.00866719,256,348,41.4244,381
276,Q8TVL8,0.00893717,192,234,41.0392,295
277,P65171,0.00905591,125,218,41.4244,375
278,P9WKI5,0.00905591,125,218,41.4244,375
279,P9WKI4,0.00905591,125,218,41.4244,375
280,B5YF85,0.00909874,194,236,41.0392,295
281,B9E9B4,0.00915916,138,207,40.654,255
282,Q74J29,0.00916319,231,285,41.0392,307
283,P44334,0.00918183,334,371,41.4244,488
284,B1LK44,0.00967578,256,333,41.0392,396
285,Q929R9,0.00977467,194,236,41.0392,295
286,Q02FQ1,0.00981105,256,348,41.0392,381
