,ids,e_value,hit_start,hit_end,bitscore,protein_length
107,P65171,0.000471408,125,218,45.5186,375
108,P9WKI5,0.000471408,125,218,45.5186,375
109,P9WKI4,0.000471408,125,218,45.5186,375
110,A4XWQ0,0.000495822,90,321,45.1334,340
111,A8LY18,0.000611125,141,321,44.7482,338
112,Q8NKN9,0.000841117,106,204,43.9778,226
113,A7Z4Y0,0.000956988,306,579,44.7482,746
114,P44334,0.00145391,275,371,43.9778,488
115,Q8FWN5,0.00175552,122,239,43.9778,525
116,Q8YBP2,0.00176162,115,232,43.9778,518
117,Q5UZH1,0.00177408,147,226,43.2074,246
118,C6BW12,0.00241941,218,274,42.8222,305
119,A9B5I3,0.00258428,35,111,42.437,240
120,Q02PL5,0.00287601,90,321,42.8222,342
121,A6V325,0.0044057,90,321,42.437,342
122,Q9HZF8,0.00512376,90,321,42.0518,342
123,B7UWL8,0.00512376,90,321,42.0518,342
124,Q6GB05,6.60916e-140,1,355,404.286,355
125,Q8NXG7,7.70104e-140,1,355,403.901,355
126,Q6GIG7,8.87584e-140,1,355,403.901,355
127,Q99VF6,1.90642e-139,1,355,403.131,355
128,A5IR97,1.90642e-139,1,355,403.131,355
129,A6U025,1.90642e-139,1,355,403.131,355
130,A8Z1H7,2.56436e-138,1,355,400.049,355
131,A6QFD2,2.56436e-138,1,355,400.049,355
132,Q5HHG4,2.56436e-138,1,355,400.049,355
133,Q2FZX9,2.56436e-138,1,355,400.049,355
134,Q2FIF3,2.56436e-138,1,355,400.049,355
135,Q4L4T4,1.04525e-131,1,355,383.486,357
136,Q49W60,1.31005e-128,1,354,375.396,355
137,O05413,1.68857e-111,2,347,331.869,347
138,Q9HWH9,2.60737e-104,4,351,313.764,351
139,D0V3Y4,5.57082e-100,2,348,302.594,349
140,B2TEK6,2.62107e-92,7,360,283.334,366
141,Q12723,4.28598e-91,1,374,280.637,374
142,P47177,1.90758e-84,24,400,264.459,404
143,O06179,1.99612e-67,2,368,219.776,375
144,Q8T6T2,8.8549e-65,29,398,213.613,400
145,Q9I4V0,1.85315e-59,4,320,197.819,328
146,P49058,1.93897e-52,29,400,181.641,404
147,Q9ZL14,3.89595e-47,27,479,169.7,481
148,P56088,9.04026e-47,27,479,168.544,481
149,Q9KGN8,5.10947e-38,33,483,145.047,485
150,Q01284,1.01911e-37,29,371,142.351,378
151,Q8ERJ2,1.18792e-37,60,272,140.81,327
152,Q6HAI0,2.26931e-37,61,272,140.039,327
153,A0RLN5,2.3688e-37,62,273,140.039,328
154,Q72WY4,8.71509e-37,61,272,138.499,327
155,Q814I1,1.10866e-36,62,273,138.113,328
156,Q630E8,1.32231e-36,61,272,138.113,327
157,B5XLI1,1.33616e-36,28,298,138.113,327
158,P0DB91,1.42237e-36,28,298,138.113,327
159,Q1JGV8,1.42237e-36,28,298,138.113,327
160,P0DB90,1.42237e-36,28,298,138.113,327
161,Q81JJ9,1.54601e-36,61,272,137.728,327
162,Q48TL6,1.61181e-36,28,298,137.728,327
163,Q99ZQ1,2.0482e-36,28,298,137.343,327
164,Q1J6M7,4.11505e-36,28,298,136.573,327
165,Q1JLQ8,4.11505e-36,28,298,136.573,327
166,Q1JBS5,4.11505e-36,28,298,136.573,327
167,Q5XC75,4.11505e-36,28,298,136.573,327
168,Q8P129,4.71134e-36,28,298,136.573,327
169,O05269,5.17004e-36,37,297,136.573,326
170,A7Z8C3,6.84756e-36,62,272,136.187,326
171,Q8A9C3,1.35066e-35,1,277,134.647,303
172,C0MAM1,1.71132e-35,28,298,135.032,327
173,Q5WD10,2.54138e-35,62,273,134.647,328
174,A2REI5,2.64798e-35,28,298,134.647,327
175,C0MF02,3.97086e-35,28,298,134.261,327
176,Q65LF6,4.05237e-35,62,272,133.876,326
177,Q9HLK8,4.32045e-35,35,479,136.958,485
178,Q64TN0,5.81481e-35,1,277,133.106,303
179,Q5LCI2,5.81481e-35,1,277,133.106,303
180,C1DDY1,7.77047e-35,90,333,133.876,347
181,Q8E578,8.04518e-35,28,298,133.106,327
182,Q8DZL4,9.59764e-35,28,298,133.106,327
183,Q97DK4,1.64617e-34,62,297,132.335,327
184,Q3K110,1.7159e-34,28,298,132.335,327
185,B9DS39,2.17813e-34,28,298,131.95,327
186,Q9ZKZ2,2.29305e-34,25,296,131.95,325
187,O25525,6.334e-34,27,273,130.795,327
188,B5Z7L6,9.19587e-34,25,271,130.409,325
189,Q49XD2,2.10408e-33,60,271,129.639,328
190,P0C0H6,2.1066e-33,34,490,132.721,493
191,P68839,2.1066e-33,34,490,132.721,493
192,Q5X9A3,2.1066e-33,34,490,132.721,493
193,P0C0H7,2.1066e-33,34,490,132.721,493
194,Q38YF0,2.45856e-33,61,296,129.254,325
195,Q88L40,2.93811e-33,90,332,129.254,340
196,C3K017,3.49795e-33,90,326,129.254,341
197,P0DB89,3.95772e-33,34,490,131.95,493
198,P0DB88,3.95772e-33,34,490,131.95,493
199,Q1CT17,4.66838e-33,25,271,128.483,325
200,A8AXD6,5.22763e-33,71,298,128.483,327
201,C4L088,5.56202e-33,62,272,128.483,327
202,B0KG90,7.50164e-33,90,332,128.483,341
203,Q8KCW4,9.17604e-33,253,490,130.795,494
204,A6L5H1,9.3748e-33,1,272,127.328,303
205,P60564,1.06711e-32,60,271,127.713,325
206,Q6G9M1,1.06711e-32,60,271,127.713,325
207,P60563,1.06711e-32,60,271,127.713,325
208,P60562,1.06711e-32,60,271,127.713,325
209,A5ISL9,1.06711e-32,60,271,127.713,325
210,A6U1F7,1.06711e-32,60,271,127.713,325
211,A7X1Z1,1.06711e-32,60,271,127.713,325
212,O67820,1.08242e-32,34,487,130.409,490
213,Q9L6B7,1.13343e-32,238,485,130.409,487
214,B1IC44,1.15748e-32,71,298,127.328,328
215,Q6GH69,1.24592e-32,60,271,127.328,325
216,A6QGN9,1.27192e-32,60,271,127.328,325
217,Q5HG83,1.27192e-32,60,271,127.328,325
218,Q2FYU4,1.27192e-32,60,271,127.328,325
219,Q2FH96,1.27192e-32,60,271,127.328,325
220,O50316,1.35453e-32,241,490,130.409,494
221,A4W0T4,1.67927e-32,28,298,126.943,327
222,Q2YXS9,1.73376e-32,60,271,126.943,325
223,A4VUJ2,1.86183e-32,28,298,126.943,327
224,B1HNS5,2.02204e-32,62,297,126.943,327
225,P44334,2.26175e-32,239,486,129.639,488
226,Q831S1,2.54003e-32,25,271,126.557,325
227,C1CEK5,2.61532e-32,71,298,126.557,328
228,C1CR55,2.66983e-32,71,298,126.557,328
229,B2USX4,2.87483e-32,25,271,126.557,325
230,Q97QG5,3.18139e-32,71,298,126.172,328
231,B8ZJR9,3.24768e-32,71,298,126.172,328
232,C1CKY8,3.34971e-32,71,298,126.172,328
233,Q48JY0,3.36318e-32,90,332,126.557,343
234,Q4KFI7,4.32938e-32,90,332,126.172,339
235,Q8DPJ7,5.16444e-32,71,298,125.787,328
236,C1C7M7,5.16444e-32,71,298,125.787,328
237,Q04K71,5.16444e-32,71,298,125.787,328
238,Q9CGF1,5.83937e-32,28,275,125.787,329
239,Q883P1,5.91964e-32,90,343,125.787,343
240,Q02Z38,6.14802e-32,28,275,125.402,329
241,A2RL29,6.9569e-32,28,275,125.402,329
242,B9DP67,7.73606e-32,60,296,125.402,325
243,Q1ICL4,7.76894e-32,90,332,125.402,340
244,A4XWQ0,1.07938e-31,90,340,125.017,340
245,B2IPN4,1.8516e-31,71,298,124.246,328
246,Q8CPC9,2.0793e-31,67,271,124.246,325
247,Q5HPK5,2.0793e-31,67,271,124.246,325
248,B5E4Y3,2.09491e-31,71,298,124.246,328
249,B1YH73,2.85216e-31,38,273,123.861,328
250,Q3KFC7,3.90145e-31,90,332,123.476,339
251,B1L993,4.15279e-31,157,414,126.557,507
252,Q9WYM8,4.15279e-31,157,414,126.557,507
253,P21879,4.53721e-31,32,485,126.172,488
254,B1J5B5,4.87134e-31,90,341,123.476,341
255,Q4ZUM3,5.60114e-31,90,341,123.476,343
256,Q04GD9,7.93336e-31,61,296,122.32,323
257,Q03AR1,1.09434e-30,40,300,122.32,329
258,B3WCK9,1.28963e-30,40,300,121.935,329
259,Q0WD32,3.07808e-30,202,485,123.861,487
260,Q7UJL3,3.23032e-30,247,529,124.246,539
261,Q4L646,3.23142e-30,60,271,120.779,325
262,A4VM41,3.91455e-30,90,343,121.165,343
263,B9KBQ2,4.1047e-30,157,414,123.476,507
264,Q03GJ0,5.1789e-30,25,271,120.394,325
265,A6V325,6.15126e-30,90,342,120.394,342
266,Q02PL5,6.95338e-30,90,342,120.394,342
267,Q9HZF8,9.44573e-30,90,342,120.009,342
268,B7UWL8,9.44573e-30,90,342,120.009,342
269,A9BNR6,1.47229e-29,95,295,119.239,325
270,P42851,1.52895e-29,37,481,121.55,485
271,Q21U05,1.9211e-29,80,295,118.853,325
272,Q9UY49,2.31507e-29,37,481,121.165,485
273,O58045,2.36049e-29,37,481,121.165,486
274,A1WB23,2.74817e-29,92,295,118.468,325
275,B9ME75,3.1389e-29,92,295,118.083,325
276,Q88SV5,3.23667e-29,62,298,118.083,325
277,C5CT60,7.55852e-29,36,295,117.313,325
278,P60565,1.45147e-28,67,302,116.542,330
279,Q6GC82,1.48771e-28,228,486,118.853,488
280,Q6GJQ7,1.48771e-28,228,486,118.853,488
281,P99106,1.48771e-28,228,486,118.853,488
282,P65169,1.48771e-28,228,486,118.853,488
283,Q5HIQ7,1.48771e-28,228,486,118.853,488
284,Q2YVL6,1.48771e-28,228,486,118.853,488
285,Q2G0Y7,1.48771e-28,228,486,118.853,488
286,Q2FJM6,1.48771e-28,228,486,118.853,488
287,Q8NY70,1.62533e-28,228,486,118.853,488
288,Q49UU8,2.40787e-28,228,486,118.468,488
289,Q8U192,2.9454e-28,8,204,112.69,207
290,Q04CB0,3.27876e-28,67,302,115.387,330
291,Q1GBV3,3.52092e-28,67,302,115.387,330
292,A6LB11,6.39626e-28,1,277,114.231,305
293,A1TNF7,6.43181e-28,92,295,114.616,325
294,Q4L385,9.05172e-28,228,486,116.927,488
295,Q7NTY1,1.87186e-27,80,270,113.075,316
296,B1XWM8,5.71745e-27,83,295,111.92,325
297,Q045S8,6.04852e-27,90,302,111.92,330
298,Q8CMQ7,6.21118e-27,228,486,114.231,488
299,Q5HRX2,6.21118e-27,228,486,114.231,488
300,Q1WT04,9.49273e-27,61,296,111.535,325
301,Q6F1U6,1.21526e-26,59,296,111.149,320
302,A1VMA8,1.26071e-26,80,270,111.149,325
303,A1WIJ3,1.75867e-26,80,295,110.764,322
304,Q5FHY3,1.84187e-26,66,302,110.764,330
305,Q03TT0,2.07217e-26,63,293,110.379,328
306,Q8G3N6,4.89859e-26,285,539,112.305,545
307,A5G3H0,5.20968e-26,45,277,108.838,305
308,Q12CT8,7.18239e-26,80,295,108.838,325
309,O58878,7.49543e-26,4,204,106.142,207
310,Q39UK4,9.00999e-26,45,277,108.453,305
311,Q4QEB3,1.09432e-25,238,492,110.764,492
312,Q9UZQ5,1.87644e-25,8,204,104.986,207
313,E9BDA8,2.26169e-25,238,492,109.994,492
314,Q6MUI1,4.67539e-25,36,317,106.527,320
315,A7Z4Y0,7.9448e-25,306,581,109.223,746
316,Q4VRV8,1.26833e-24,39,423,108.068,551
317,B6YRL9,2.19588e-24,1,272,104.601,302
318,Q5P1A9,2.94121e-24,88,331,104.986,350
319,B5EFU4,4.82765e-24,45,277,103.445,305
320,A4SME2,5.26982e-24,91,335,104.216,336
321,Q609J2,7.0371e-24,92,328,103.831,340
322,Q480K7,7.0408e-24,91,333,103.831,336
323,C6E6N2,1.26794e-23,45,277,102.29,305
324,A0KKK9,2.5493e-23,91,322,102.29,336
325,Q82ST3,4.13651e-23,89,320,101.519,342
326,Q0AIB4,8.62346e-23,89,329,100.749,342
327,B9M211,9.23672e-23,45,277,99.9787,305
328,B3PIL8,1.04116e-22,90,321,100.749,342
329,Q9SA34,2.35591e-22,235,426,101.134,502
330,Q7MVJ6,2.72484e-22,2,276,98.8231,307
331,A1ASB3,4.91945e-22,44,276,98.0527,304
332,Q7NX17,5.41948e-22,91,322,98.4379,344
333,A9A5Y7,1.21104e-21,234,451,99.2083,476
334,Q9KH33,1.26292e-21,225,481,99.2083,498
335,Q6A6A0,1.34494e-21,109,228,94.9711,229
336,B3E4T4,1.47207e-21,44,276,96.5119,304
337,Q9JX66,1.65081e-21,88,331,97.2823,335
338,A6VW35,1.90646e-21,90,338,97.2823,346
339,O29309,1.92781e-21,167,415,98.8231,511
340,Q1H411,2.02509e-21,91,322,96.8971,337
341,P0ADG9,2.69797e-21,238,485,98.0527,488
342,P0ADG7,2.69797e-21,238,485,98.0527,488
343,P0ADG8,2.69797e-21,238,485,98.0527,488
344,Q87PB7,2.73955e-21,91,335,96.5119,336
345,E9PU28,2.81649e-21,254,438,98.0527,514
346,P24547,2.87006e-21,254,438,98.0527,514
347,Q2SCG9,2.89613e-21,91,322,96.5119,341
348,B0UXP9,2.95232e-21,254,438,98.0527,514
349,Q13ZM3,3.24913e-21,94,334,96.5119,340
350,Q6D456,3.71809e-21,91,324,96.1267,336
351,A1KRQ4,4.5124e-21,106,331,95.7415,335
352,P12269,5.09679e-21,254,438,97.2823,514
353,Q0A8M5,5.36543e-21,91,322,95.7415,340
354,A9M3G1,6.0545e-21,106,337,95.7415,341
355,Q07152,6.14526e-21,273,448,97.2823,537
356,Q6FCL9,7.65204e-21,88,328,95.3563,334
357,Q6LRA2,9.55986e-21,91,336,94.9711,336
358,Q3SWY3,9.56905e-21,285,438,96.5119,514
359,A9AJX4,9.61037e-21,94,337,94.9711,345
360,Q5KP44,1.05811e-20,199,418,96.5119,544
361,P12268,1.06108e-20,212,438,96.5119,514
362,B4EVC3,1.14089e-20,91,327,94.5859,336
363,A1K7M2,1.27847e-20,88,331,94.5859,338
364,O00086,1.32283e-20,54,429,96.1267,521
365,Q59Q46,1.32283e-20,54,429,96.1267,521
366,B5YJH1,1.42201e-20,43,293,93.8155,303
367,C3LMH4,1.4583e-20,91,335,94.5859,336
368,Q9KRZ2,1.4583e-20,91,335,94.5859,336
369,A5F839,1.4583e-20,91,335,94.5859,336
370,A7N0L2,2.03572e-20,91,335,94.2007,336
371,Q5F605,2.67124e-20,88,331,93.8155,335
372,B2JKL9,2.7064e-20,94,334,93.8155,344
373,Q8EDZ8,2.97805e-20,91,337,93.4303,339
374,P47996,3.00481e-20,236,427,94.9711,503
375,B2VC84,3.1954e-20,91,335,93.4303,336
376,A7MEW0,3.32308e-20,91,333,93.4303,336
377,A1TZG0,3.32483e-20,90,333,93.4303,340
378,Q0HVV6,3.48291e-20,91,337,93.4303,339
379,Q0HJL0,3.48291e-20,91,337,93.4303,339
380,Q54QQ0,3.63776e-20,249,439,94.9711,515
381,Q12NG2,4.03345e-20,91,333,93.4303,339
382,Q040Z7,4.32199e-20,31,214,91.1191,230
383,Q0BFR0,4.50783e-20,94,337,93.0451,345
384,B0TGQ8,4.51502e-20,5,279,92.6599,309
385,O14344,4.5518e-20,56,446,94.5859,524
386,Q59011,4.72646e-20,229,492,94.5859,496
387,Q2SVL9,4.73332e-20,94,337,93.0451,345
388,A0KW50,5.05075e-20,91,337,93.0451,339
389,B1LJR7,5.36846e-20,91,322,92.6599,336
390,B7N3A7,5.36846e-20,91,322,92.6599,336
391,B7NM29,5.36846e-20,91,322,92.6599,336
392,F7CYY5,6.20241e-20,286,407,94.2007,515
393,Q12658,6.70824e-20,292,411,94.2007,529
394,Q58746,6.82949e-20,170,452,94.2007,510
395,Q83CY0,7.29759e-20,91,334,92.6599,347
396,A9NCV1,7.29759e-20,91,334,92.6599,347
397,A9KCF2,7.29759e-20,91,334,92.6599,347
398,B6J0A5,7.29759e-20,91,334,92.6599,347
399,B6J754,7.29759e-20,91,334,92.6599,347
400,Q3Z7F6,7.59633e-20,155,409,93.8155,500
401,Q8XNZ3,7.80137e-20,9,206,89.9635,221
402,Q0TUP9,7.80137e-20,9,206,89.9635,221
403,A1RJ06,8.15199e-20,91,337,92.2747,339
404,A4Y7I2,8.15199e-20,91,337,92.2747,339
405,A9KKR5,9.53059e-20,2,275,91.5043,300
406,A6WP30,9.62352e-20,91,333,92.2747,339
407,Q0SWI9,1.0442e-19,9,206,89.5783,221
408,B8E984,1.09251e-19,91,333,91.8895,339
409,Q8R806,1.09254e-19,50,214,89.5783,214
410,Q1RDR9,1.09574e-19,91,322,91.8895,336
411,Q8FJ91,1.09574e-19,91,322,91.8895,336
412,Q0TJB6,1.09574e-19,91,322,91.8895,336
413,A1A9L5,1.09574e-19,91,322,91.8895,336
414,B7MS56,1.09574e-19,91,322,91.8895,336
415,B7MHP7,1.09574e-19,91,322,91.8895,336
416,B7UN24,1.09574e-19,91,322,91.8895,336
417,Q6GMG5,1.11029e-19,254,406,93.4303,544
418,B7VNK9,1.16184e-19,91,322,91.8895,336
419,A3D5B9,1.19276e-19,91,333,91.8895,339
420,C6DFC0,1.24401e-19,91,324,91.8895,336
421,A9L4D0,1.36725e-19,91,333,91.8895,339
422,F6S675,1.41218e-19,252,404,93.0451,512
423,C4K4A3,1.4829e-19,91,335,91.5043,336
424,Q2NU82,1.65088e-19,91,335,91.5043,336
425,Q9K1D7,1.74641e-19,106,331,91.5043,335
426,Q74CB9,1.77859e-19,45,278,90.7339,305
427,Q3Z3H6,2.02604e-19,91,322,91.1191,336
428,Q31YK8,2.02604e-19,91,322,91.1191,336
429,B2TUD4,2.02604e-19,91,322,91.1191,336
430,P25468,2.02604e-19,91,322,91.1191,336
431,B4TRW8,2.02604e-19,91,322,91.1191,336
432,B5BBM2,2.02604e-19,91,322,91.1191,336
433,C0PVS5,2.02604e-19,91,322,91.1191,336
434,A9N6Y4,2.02604e-19,91,322,91.1191,336
435,Q5PGE0,2.02604e-19,91,322,91.1191,336
436,B4T1Y8,2.02604e-19,91,322,91.1191,336
437,B4TDY5,2.02604e-19,91,322,91.1191,336
438,B5QZE8,2.02604e-19,91,322,91.1191,336
439,B5FQY8,2.02604e-19,91,322,91.1191,336
440,B5F1U2,2.02604e-19,91,322,91.1191,336
441,B6I919,2.02604e-19,91,322,91.1191,336
442,P0A7E1,2.02604e-19,91,322,91.1191,336
443,B1IVY7,2.02604e-19,91,322,91.1191,336
444,A7ZYP7,2.02604e-19,91,322,91.1191,336
445,B1X8P9,2.02604e-19,91,322,91.1191,336
446,C4ZQ71,2.02604e-19,91,322,91.1191,336
447,B7M874,2.02604e-19,91,322,91.1191,336
448,B5YT76,2.02604e-19,91,322,91.1191,336
449,P0A7E2,2.02604e-19,91,322,91.1191,336
450,B7LE45,2.02604e-19,91,322,91.1191,336
451,A7ZK49,2.02604e-19,91,322,91.1191,336
452,B5R8M3,2.14807e-19,91,322,91.1191,336
453,Q185B2,2.33271e-19,29,206,88.8079,223
454,Q57QU4,2.46207e-19,91,322,91.1191,336
455,B0KA32,2.62718e-19,8,275,90.3487,302
456,Q3IGZ1,2.714e-19,91,322,90.7339,336
457,Q74HT0,2.73646e-19,31,214,88.8079,230
458,Q0W1L8,2.86312e-19,47,211,88.4227,212
459,A1JMP8,2.96264e-19,91,322,90.7339,336
460,Q83RX6,2.96264e-19,91,322,90.7339,336
461,Q0T689,2.96264e-19,91,322,90.7339,336
462,B7LNV5,3.63473e-19,91,335,90.3487,336
463,A9MHU3,3.67028e-19,91,322,90.3487,336
464,A4W8V7,3.77902e-19,91,322,90.3487,336
465,Q8K9I5,4.16524e-19,91,335,90.3487,336
466,Q5E5B6,4.20596e-19,91,333,90.3487,336
467,Q081J9,4.31278e-19,91,322,90.3487,339
468,C4XPD6,4.49688e-19,4,275,89.5783,306
469,A8AID4,4.59081e-19,91,322,90.3487,336
470,P20839,4.82224e-19,254,427,91.5043,514
471,A0JNA3,5.19534e-19,254,427,91.5043,514
472,A8M9N4,5.29726e-19,5,191,87.2671,205
473,B5FE17,5.3637e-19,91,333,89.9635,336
474,B2SLB9,5.42593e-19,90,322,90.3487,351
475,B1XV77,5.43468e-19,93,327,89.9635,344
476,Q2Y5H8,5.67774e-19,89,320,89.9635,348
477,Q32HW1,5.85415e-19,91,322,89.9635,336
478,Q5H0N0,5.86279e-19,90,322,89.9635,351
479,Q2P3M0,5.86279e-19,90,322,89.9635,351
480,B0K2E5,5.87973e-19,8,275,89.1931,302
481,Q7W4W6,5.90835e-19,96,349,89.9635,349
482,Q5RGV1,5.97428e-19,285,497,91.5043,514
483,C5BKZ2,6.00098e-19,90,326,89.9635,339
484,P50096,6.6186e-19,254,427,91.1191,514
485,A1SX25,6.64254e-19,91,324,89.5783,336
486,D3ZLZ7,6.68051e-19,254,427,91.1191,514
487,Q8D9G5,7.53679e-19,91,335,89.5783,336
488,Q472J6,8.48868e-19,94,328,89.5783,344
489,O87392,8.83653e-19,218,389,90.3487,442
490,C5BD71,8.8897e-19,91,322,89.1931,336
491,Q21JW9,9.28756e-19,90,321,89.1931,339
492,Q3SL21,9.43904e-19,90,321,89.1931,337
493,P31002,9.81856e-19,210,486,90.7339,488
494,Q7WGE4,1.07647e-18,96,349,89.1931,349
495,Q7MKX3,1.1331e-18,91,335,89.1931,336
496,A8GCK4,1.21273e-18,91,322,88.8079,336
497,A4SWU5,1.26256e-18,93,327,89.1931,344
498,Q99L27,1.27995e-18,27,327,89.1931,348
499,Q9NJD8,1.28743e-18,39,346,89.1931,364
500,Q2SS69,1.31679e-18,6,211,86.8819,226
501,Q3BUJ7,1.39941e-18,90,322,89.1931,351
502,Q15UB7,1.4699e-18,90,321,88.8079,335
503,Q8Z7S9,1.59106e-18,91,322,88.8079,336
504,Q7VTR9,2.13706e-18,96,349,88.4227,349
505,Q8R9R7,2.19827e-18,2,270,87.6523,301
506,Q819S5,2.37586e-18,51,272,87.6523,309
507,B7IUP4,2.37586e-18,51,272,87.6523,309
508,B9MS26,2.39121e-18,1,271,87.6523,300
509,Q2KW44,2.4698e-18,96,335,88.4227,349
510,A8H3X8,2.47053e-18,91,337,88.0375,339
511,B9MIU2,2.52065e-18,94,338,88.4227,351
512,Q8PLJ2,2.54506e-18,90,322,88.4227,351
