,ids,e_value,hit_start,hit_end,bitscore,protein_length
82,A1WTJ3,0.000290887,232,317,45.8045,342
83,B0T7X2,0.000299074,230,333,45.8045,380
84,B9M211,0.000306966,232,272,45.8045,305
85,P16250,0.000311531,51,112,45.0341,240
86,Q5QX65,0.000314452,230,320,45.8045,334
87,Q01YA2,0.000317115,229,268,45.4193,304
88,A4VM41,0.00032458,231,321,45.8045,343
89,A2SQR0,0.000332386,181,220,45.0341,236
90,A6L5H1,0.000333535,230,270,45.4193,303
91,B5YJH1,0.000336546,230,270,45.4193,303
92,A9IN89,0.000349762,257,333,45.8045,383
93,Q8CWG1,0.000369456,229,266,45.4193,304
94,F7CYY5,0.000383402,351,408,45.8045,515
95,A5FJK8,0.000399262,191,234,45.0341,243
96,Q6A912,0.000446593,230,278,45.0341,307
97,A6V325,0.000454536,237,321,45.4193,342
98,A0B7W4,0.00045509,185,224,44.6489,242
99,P54322,0.000460545,230,272,45.0341,311
100,Q9SA34,0.000464309,300,394,45.4193,502
101,Q9HZF8,0.000471053,237,321,45.0341,342
102,B7UWL8,0.000471053,237,321,45.0341,342
103,Q02PL5,0.000483833,237,321,45.0341,342
104,A9AJX4,0.000504982,234,325,45.0341,345
105,A1K7M2,0.000505504,222,314,45.0341,338
106,Q5KP44,0.000515432,364,418,45.4193,544
107,Q6FFS1,0.000536668,238,333,45.0341,384
108,Q6G0J2,0.000595967,257,333,45.0341,383
109,B2UNA2,0.000618653,236,326,45.0341,348
110,A1ASB3,0.000686543,231,276,44.6489,304
111,Q82AA1,0.000759266,52,113,43.8785,242
112,Q3IU78,0.00077645,228,313,44.6489,350
113,A9B5I3,0.000777885,35,111,43.8785,240
114,B9DPN4,0.000802276,227,266,44.2637,305
115,Q8PE75,0.000967323,257,333,44.2637,386
116,Q4V0H2,0.000967323,257,333,44.2637,386
117,Q9HLK8,0.00097573,314,367,44.6489,485
118,A1KRQ4,0.000980004,276,314,44.2637,335
119,A9M3G1,0.001021,276,314,44.2637,341
120,Q5H6Z4,0.00105117,257,333,44.2637,388
121,B2SUY3,0.00105117,257,333,44.2637,388
122,Q2P9K0,0.00105117,257,333,44.2637,388
123,B1J5B5,0.00105806,230,321,44.2637,341
124,Q2SVL9,0.00106771,265,325,44.2637,345
125,B0RLM2,0.00108555,257,333,44.2637,386
126,B1JPU0,0.00109572,257,333,44.2637,381
127,Q66C32,0.00109572,257,333,44.2637,381
128,A4TKI4,0.00109572,257,333,44.2637,381
129,Q1CGZ1,0.00109572,257,333,44.2637,381
130,A9R623,0.00109572,257,333,44.2637,381
131,Q8ZFV8,0.00109572,257,333,44.2637,381
132,B2JZQ1,0.00109572,257,333,44.2637,381
133,Q1C9P0,0.00109572,257,333,44.2637,381
134,A7FJF0,0.00109572,257,333,44.2637,381
135,Q3BZH2,0.00109882,257,333,44.2637,388
136,Q8PR33,0.00113849,257,333,44.2637,388
137,Q2SS69,0.00119531,125,210,43.4933,226
138,Q8RG85,0.00126355,229,268,43.8785,304
139,O35435,0.0012691,268,389,43.8785,395
140,B3PIL8,0.00132513,230,321,43.8785,342
141,O00086,0.0013694,352,406,44.2637,521
142,Q59Q46,0.0013694,352,406,44.2637,521
143,O67820,0.00139445,332,374,43.8785,490
144,Q8TYD6,0.00139969,114,224,43.1081,242
145,A9WQA3,0.00142898,64,108,43.1081,244
146,Q8F4Q4,0.00150621,351,400,43.8785,508
147,A4J560,0.00152529,231,278,43.4933,304
148,Q0TQ02,0.00156447,139,212,43.1081,254
149,A0JUZ7,0.00157177,68,121,43.1081,248
150,Q8H3I4,0.00157656,210,309,43.4933,366
151,Q9CFW8,0.00164362,230,272,43.4933,311
152,Q21JW9,0.00164452,230,321,43.4933,339
153,P47996,0.00168183,301,382,43.8785,503
154,Q0SSM0,0.00169771,139,212,43.1081,254
155,Q8XK02,0.00171319,139,212,43.1081,254
156,B2G5A3,0.00183034,234,287,43.1081,308
157,A5VHS3,0.00183034,234,287,43.1081,308
158,A8FD19,0.00187434,226,275,43.1081,310
159,Q0BFR0,0.00190474,237,325,43.4933,345
160,A4XWQ0,0.00200509,241,321,43.1081,340
161,Q8DGQ5,0.00226123,164,205,42.3377,228
162,Q3IT10,0.0022715,187,224,42.7229,239
163,A5EV79,0.00231719,232,314,43.1081,337
164,A3DD04,0.00236555,136,208,42.7229,255
165,Q54QQ0,0.00237236,361,407,43.4933,515
166,Q2RHX4,0.00249786,139,208,42.7229,255
167,Q8RBJ3,0.00251347,191,233,42.7229,292
168,B0KAS1,0.00253614,191,233,42.7229,292
169,B0K4N7,0.00262887,191,233,42.7229,292
170,P21795,0.00266638,273,344,43.1081,394
171,C4XPD6,0.00272226,232,269,42.7229,306
172,Q5JHR7,0.00278807,226,265,42.7229,302
173,A6VTA6,0.00281198,55,112,42.3377,257
174,Q4ZY06,0.00287577,257,329,42.7229,380
175,A4X5V3,0.00297715,137,261,42.7229,306
176,Q5UZH1,0.0029935,187,226,42.3377,246
177,A1AHE2,0.00300038,257,333,42.7229,396
178,B2A2Z7,0.0030648,179,236,42.3377,295
179,Q30NR6,0.00329013,186,229,42.3377,252
180,Q5RGV1,0.00336969,296,407,42.7229,514
181,Q63707,0.00339114,268,389,42.7229,395
182,O58045,0.00359613,313,366,42.7229,486
183,A8HTC9,0.00362082,259,332,42.7229,380
184,P42851,0.00362474,313,366,42.7229,485
185,B0V6L1,0.00367053,238,376,42.7229,383
186,A3M0X0,0.00367053,238,376,42.7229,383
187,B2I061,0.00367053,238,376,42.7229,383
188,B7IBS4,0.00367053,238,376,42.7229,383
189,B7H2H0,0.00367053,238,376,42.7229,383
190,B0VND0,0.00376936,238,333,42.3377,383
191,B1I557,0.00384387,35,111,41.9525,262
192,A0JNA3,0.00384461,297,407,42.7229,514
193,Q9UY49,0.0039235,313,366,42.7229,485
194,Q7UJL3,0.00401892,371,415,42.7229,539
195,Q9JX66,0.00415214,276,314,42.3377,335
196,F6S675,0.00422842,294,405,42.7229,512
197,Q8EUY2,0.00429645,233,273,41.9525,306
198,O59185,0.00429775,226,265,41.9525,303
199,P50096,0.00438638,297,407,42.3377,514
200,P25996,0.00439565,226,275,41.9525,311
201,Q65PL2,0.0044125,179,259,41.9525,294
202,Q5FJB5,0.00454611,231,285,41.9525,307
203,D3ZLZ7,0.00458341,297,407,42.3377,514
204,C6BW12,0.00460203,228,266,41.9525,305
205,A7Z0D3,0.00469827,179,259,41.9525,294
206,Q6G4R2,0.00470342,257,333,42.3377,383
207,Q9V0Y6,0.00472872,222,261,41.9525,299
208,A1TZG0,0.00475436,230,321,41.9525,340
209,Q82ST3,0.00490347,220,315,41.9525,342
210,A7MPA0,0.00513302,201,313,41.9525,347
211,B1MBX5,0.0052725,61,119,41.5673,243
212,Q9HV37,0.00535476,238,349,41.9525,381
213,B7V1I3,0.00535476,238,349,41.9525,381
214,Q6GMG5,0.00548277,296,407,42.3377,544
215,Q02FQ1,0.00569713,238,349,41.9525,381
216,Q979G6,0.00594982,224,263,41.5673,301
217,P61422,0.00650527,115,222,41.9525,490
218,Q84XA3,0.00729904,340,381,41.9525,502
219,A8MIU4,0.00733005,229,268,41.5673,302
220,Q74J29,0.00763445,231,285,41.1821,307
221,A8LY18,0.00851455,219,321,41.1821,338
