,ids,e_value,hit_start,hit_end,bitscore,protein_length
107,P65171,0.000471408,125,218,45.5186,375
108,P9WKI5,0.000471408,125,218,45.5186,375
109,P9WKI4,0.000471408,125,218,45.5186,375
110,A4XWQ0,0.000495822,90,321,45.1334,340
111,A8LY18,0.000611125,141,321,44.7482,338
112,Q8NKN9,0.000841117,106,204,43.9778,226
113,A7Z4Y0,0.000956988,306,579,44.7482,746
114,P44334,0.00145391,275,371,43.9778,488
115,Q8FWN5,0.00175552,122,239,43.9778,525
116,Q8YBP2,0.00176162,115,232,43.9778,518
117,Q5UZH1,0.00177408,147,226,43.2074,246
118,C6BW12,0.00241941,218,274,42.8222,305
119,A9B5I3,0.00258428,35,111,42.437,240
120,Q02PL5,0.00287601,90,321,42.8222,342
121,A6V325,0.0044057,90,321,42.437,342
122,Q9HZF8,0.00512376,90,321,42.0518,342
123,B7UWL8,0.00512376,90,321,42.0518,342
