,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
17,Q5HHG4,355,347,3.6e-92,314.0,1,1,4.1e-92,313.8,7,347,0.93,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL0922 PE=3 SV=1
18,O05413,347,347,2.1e-88,301.6,1,1,2.4e-88,301.4,4,343,0.94,Probable nitronate monooxygenase OS=Bacillus subtilis (strain 168) OX=224308 GN=yrpB PE=3 SV=1
19,O06179,375,347,3.2e-32,116.9,1,2,1.2e+02,6.4,23,59,0.88,Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1533 PE=1 SV=1
20,O06179,375,347,3.2e-32,116.9,2,2,1e-29,108.6,142,361,0.85,Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1533 PE=1 SV=1
21,Q9I4V0,328,347,4.7e-32,116.3,1,2,2.6e-08,38.2,8,75,0.91,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
22,Q9I4V0,328,347,4.7e-32,116.3,2,2,7.8e-20,76.1,109,311,0.86,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
23,Q01284,378,347,4.4e-26,96.7,1,2,0.53,14.2,33,62,0.80,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
24,Q01284,378,347,4.4e-26,96.7,2,2,9.1e-22,82.5,152,365,0.78,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
25,Q7UJL3,539,347,4.8e-11,47.2,1,3,0.0017,22.4,82,135,0.73,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
26,Q7UJL3,539,347,4.8e-11,47.2,2,3,2.3e+02,5.5,303,343,0.84,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
27,Q7UJL3,539,347,4.8e-11,47.2,3,3,0.00092,23.3,371,442,0.78,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
28,Q8KCW4,494,347,8.9e-11,46.3,1,3,0.2,15.5,35,78,0.78,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
29,Q8KCW4,494,347,8.9e-11,46.3,2,3,1.2e+02,6.5,260,301,0.83,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
30,Q8KCW4,494,347,8.9e-11,46.3,3,3,2.4e-05,28.5,330,374,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
31,O50316,494,347,2.3e-10,45.0,1,3,0.79,13.6,36,70,0.85,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
32,O50316,494,347,2.3e-10,45.0,2,3,1.9e+02,5.8,261,301,0.80,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
33,O50316,494,347,2.3e-10,45.0,3,3,3.3e-05,28.0,331,374,0.85,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
34,Q59011,496,347,3.3e-10,44.5,1,2,0.041,17.8,40,89,0.77,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
35,Q59011,496,347,3.3e-10,44.5,2,2,0.00016,25.7,318,371,0.91,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
36,Q4VRV8,551,347,4.1e-10,44.1,1,2,0.17,15.8,44,86,0.81,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
37,Q4VRV8,551,347,4.1e-10,44.1,2,2,0.00042,24.4,334,391,0.87,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
38,Q9ZL14,481,347,5.5e-10,43.7,1,3,0.028,18.4,33,105,0.91,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
39,Q9ZL14,481,347,5.5e-10,43.7,2,3,1.4e+03,2.9,226,286,0.70,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
40,Q9ZL14,481,347,5.5e-10,43.7,3,3,0.0013,22.7,320,366,0.89,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
41,Q9HLK8,485,347,9.5e-10,42.9,1,2,0.048,17.6,40,75,0.85,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
42,Q9HLK8,485,347,9.5e-10,42.9,2,2,0.00068,23.7,315,372,0.87,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
43,F7CYY5,515,347,1.1e-09,42.7,1,3,0.29,15.0,55,91,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
44,F7CYY5,515,347,1.1e-09,42.7,2,3,2.2e+02,5.5,285,325,0.81,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
45,F7CYY5,515,347,1.1e-09,42.7,3,3,0.00091,23.3,353,407,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
46,P49058,404,347,1.2e-09,42.6,1,2,0.0051,20.8,35,125,0.75,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
47,P49058,404,347,1.2e-09,42.6,2,2,0.0028,21.7,250,300,0.85,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
48,P56088,481,347,1.2e-09,42.6,1,3,0.062,17.2,33,105,0.91,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
49,P56088,481,347,1.2e-09,42.6,2,3,1.5e+03,2.8,225,286,0.76,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
50,P56088,481,347,1.2e-09,42.6,3,3,0.0013,22.7,320,366,0.89,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
51,Q12658,529,347,1.4e-09,42.3,1,3,0.52,14.2,66,120,0.83,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
52,Q12658,529,347,1.4e-09,42.3,2,3,1.8e+03,2.6,290,331,0.78,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
53,Q12658,529,347,1.4e-09,42.3,3,3,0.0011,23.0,358,411,0.85,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
54,Q9KGN8,485,347,1.6e-09,42.2,1,2,0.0002,25.4,36,101,0.80,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
55,Q9KGN8,485,347,1.6e-09,42.2,2,2,0.068,17.1,330,374,0.87,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
56,P0DB88,493,347,1.7e-09,42.1,1,2,0.00038,24.5,39,95,0.74,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
57,P0DB88,493,347,1.7e-09,42.1,2,2,0.006,20.6,332,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
58,P0DB89,493,347,1.7e-09,42.1,1,2,0.00038,24.5,39,95,0.74,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
59,P0DB89,493,347,1.7e-09,42.1,2,2,0.006,20.6,332,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
60,P0C0H6,493,347,1.7e-09,42.1,1,2,0.00038,24.5,39,95,0.74,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
61,P0C0H6,493,347,1.7e-09,42.1,2,2,0.006,20.6,332,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
62,P0C0H7,493,347,1.7e-09,42.1,1,2,0.00038,24.5,39,95,0.74,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
63,P0C0H7,493,347,1.7e-09,42.1,2,2,0.006,20.6,332,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
64,P68839,493,347,1.7e-09,42.1,1,2,0.00038,24.5,39,95,0.74,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
65,P68839,493,347,1.7e-09,42.1,2,2,0.006,20.6,332,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
66,Q5X9A3,493,347,1.7e-09,42.1,1,2,0.00038,24.5,39,95,0.74,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
67,Q5X9A3,493,347,1.7e-09,42.1,2,2,0.006,20.6,332,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
68,B0UXP9,514,347,2.5e-09,41.5,1,2,0.4,14.6,55,91,0.88,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
69,B0UXP9,514,347,2.5e-09,41.5,2,2,0.00087,23.3,352,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
70,E9PU28,514,347,3e-09,41.3,1,2,0.39,14.6,55,92,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
71,E9PU28,514,347,3e-09,41.3,2,2,0.00049,24.1,352,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
72,O67820,490,347,3.1e-09,41.2,1,3,0.13,16.2,37,74,0.78,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
73,O67820,490,347,3.1e-09,41.2,2,3,4.5e+02,4.5,265,302,0.79,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
74,O67820,490,347,3.1e-09,41.2,3,3,0.0015,22.6,331,380,0.85,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
75,P24547,514,347,3.1e-09,41.2,1,2,0.39,14.6,55,92,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
76,P24547,514,347,3.1e-09,41.2,2,2,0.00049,24.1,352,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
77,P12269,514,347,3.2e-09,41.2,1,2,0.39,14.6,55,92,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
78,P12269,514,347,3.2e-09,41.2,2,2,0.00049,24.1,352,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
79,Q3SWY3,514,347,3.8e-09,41.0,1,2,0.39,14.6,55,92,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
80,Q3SWY3,514,347,3.8e-09,41.0,2,2,0.00049,24.1,352,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
81,Q8F4Q4,508,347,4.1e-09,40.8,1,2,1.1,13.2,53,93,0.81,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
82,Q8F4Q4,508,347,4.1e-09,40.8,2,2,0.0005,24.1,347,401,0.85,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
83,P12268,514,347,5.4e-09,40.4,1,2,0.39,14.6,55,92,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
84,P12268,514,347,5.4e-09,40.4,2,2,0.00049,24.1,352,406,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
85,Q9UY49,485,347,5.9e-09,40.3,1,2,0.041,17.8,43,93,0.79,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
86,Q9UY49,485,347,5.9e-09,40.3,2,2,0.017,19.1,314,370,0.88,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
87,Q5RGV1,514,347,6.6e-09,40.2,1,2,0.093,16.7,55,91,0.88,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
88,Q5RGV1,514,347,6.6e-09,40.2,2,2,0.0051,20.8,354,406,0.86,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
89,P42851,485,347,8.3e-09,39.9,1,2,0.053,17.5,43,90,0.78,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
90,P42851,485,347,8.3e-09,39.9,2,2,0.017,19.1,314,370,0.88,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
91,Q9HQU4,499,347,1.1e-08,39.5,1,2,0.36,14.7,48,101,0.80,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
92,Q9HQU4,499,347,1.1e-08,39.5,2,2,0.0011,23.0,330,381,0.81,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
93,F6S675,512,347,1.5e-08,39.0,1,2,0.089,16.7,56,96,0.80,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
94,F6S675,512,347,1.5e-08,39.0,2,2,0.0062,20.5,352,404,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
95,P21879,488,347,1.8e-08,38.8,1,2,0.0011,23.0,36,102,0.83,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
96,P21879,488,347,1.8e-08,38.8,2,2,0.074,17.0,333,377,0.86,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
97,P50096,514,347,1.8e-08,38.8,1,2,0.13,16.2,56,92,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
98,P50096,514,347,1.8e-08,38.8,2,2,0.0062,20.5,354,406,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
99,D3ZLZ7,514,347,1.8e-08,38.8,1,2,0.13,16.2,56,92,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
100,D3ZLZ7,514,347,1.8e-08,38.8,2,2,0.0062,20.5,354,406,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
101,A0JNA3,514,347,1.8e-08,38.7,1,2,0.13,16.2,56,92,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
102,A0JNA3,514,347,1.8e-08,38.7,2,2,0.0062,20.5,354,406,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
103,A5N7R0,238,347,2.1e-08,38.5,1,2,0.0053,20.7,64,114,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) OX=431943 GN=hisA PE=3 SV=1
104,A5N7R0,238,347,2.1e-08,38.5,2,2,0.13,16.2,165,221,0.82,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) OX=431943 GN=hisA PE=3 SV=1
105,B9E171,238,347,2.1e-08,38.5,1,2,0.0053,20.7,64,114,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain NBRC 12016) OX=583346 GN=hisA PE=3 SV=1
106,B9E171,238,347,2.1e-08,38.5,2,2,0.13,16.2,165,221,0.82,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain NBRC 12016) OX=583346 GN=hisA PE=3 SV=1
107,Q9SA34,502,347,2.6e-08,38.2,1,2,0.25,15.2,46,81,0.81,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
108,Q9SA34,502,347,2.6e-08,38.2,2,2,0.0013,22.7,340,394,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
109,Q07152,537,347,3.1e-08,38.0,1,2,0.2,15.5,77,113,0.90,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
110,Q07152,537,347,3.1e-08,38.0,2,2,0.003,21.6,371,425,0.86,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
111,Q6GMG5,544,347,3.5e-08,37.8,1,2,0.16,15.9,56,92,0.85,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
112,Q6GMG5,544,347,3.5e-08,37.8,2,2,0.0069,20.4,354,406,0.86,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
113,P20839,514,347,3.6e-08,37.7,1,2,0.13,16.2,56,92,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
114,P20839,514,347,3.6e-08,37.7,2,2,0.0073,20.3,354,406,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
115,Q9KH33,498,347,4.7e-08,37.4,1,3,0.047,17.6,40,87,0.78,Inosine-5'-monophosphate dehydrogenase OS=Rhizobium tropici OX=398 GN=guaB PE=3 SV=1
116,Q9KH33,498,347,4.7e-08,37.4,2,3,6.3e+02,4.1,265,303,0.86,Inosine-5'-monophosphate dehydrogenase OS=Rhizobium tropici OX=398 GN=guaB PE=3 SV=1
117,Q9KH33,498,347,4.7e-08,37.4,3,3,0.017,19.1,331,376,0.84,Inosine-5'-monophosphate dehydrogenase OS=Rhizobium tropici OX=398 GN=guaB PE=3 SV=1
118,Q9GZH3,534,347,5.2e-08,37.2,1,2,1.1,13.1,58,93,0.86,Inosine-5'-monophosphate dehydrogenase OS=Caenorhabditis elegans OX=6239 GN=T22D1.3 PE=3 SV=2
119,Q9GZH3,534,347,5.2e-08,37.2,2,2,0.0054,20.7,371,415,0.87,Inosine-5'-monophosphate dehydrogenase OS=Caenorhabditis elegans OX=6239 GN=T22D1.3 PE=3 SV=2
