,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
21,Q9I4V0,328,343,6.8e-32,115.8,2,2,3.5e-20,77.3,109,311,0.89,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
22,Q01284,378,343,7.9e-26,95.8,1,2,0.57,14.1,33,62,0.81,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
23,Q01284,378,343,7.9e-26,95.8,2,2,1.7e-21,81.6,152,365,0.77,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
24,Q8KCW4,494,343,6.4e-12,50.1,1,3,0.38,14.7,36,77,0.78,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
25,Q8KCW4,494,343,6.4e-12,50.1,2,3,1.1e+02,6.6,260,301,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
26,Q8KCW4,494,343,6.4e-12,50.1,3,3,2.6e-05,28.4,329,374,0.87,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
27,Q9ZL14,481,343,1.2e-10,45.9,1,2,0.0062,20.6,35,177,0.77,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
28,Q9ZL14,481,343,1.2e-10,45.9,2,2,0.00075,23.6,320,366,0.88,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
29,Q7UJL3,539,343,3e-10,44.6,1,3,0.0025,21.8,83,134,0.71,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
30,Q7UJL3,539,343,3e-10,44.6,2,3,6e+02,4.2,305,343,0.79,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
31,Q7UJL3,539,343,3e-10,44.6,3,3,0.0024,21.9,371,441,0.77,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
32,P56088,481,343,3.7e-10,44.3,1,2,0.013,19.5,35,177,0.77,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
33,P56088,481,343,3.7e-10,44.3,2,2,0.00072,23.6,320,366,0.88,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
34,Q4VRV8,551,343,4.4e-10,44.1,1,2,0.18,15.8,45,90,0.81,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
35,Q4VRV8,551,343,4.4e-10,44.1,2,2,0.0005,24.2,334,392,0.86,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
36,Q9UY49,485,343,7.3e-10,43.3,1,2,0.047,17.7,44,93,0.79,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
37,Q9UY49,485,343,7.3e-10,43.3,2,2,0.0023,22.0,313,370,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
38,Q59011,496,343,1.1e-09,42.8,1,2,0.04,17.9,40,90,0.76,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
39,Q59011,496,343,1.1e-09,42.8,2,2,0.00041,24.4,318,371,0.91,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
40,P42851,485,343,1.1e-09,42.8,1,2,0.068,17.1,44,90,0.77,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
41,P42851,485,343,1.1e-09,42.8,2,2,0.0023,22.0,313,370,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
42,O50316,494,343,1.1e-09,42.8,1,3,1,13.3,37,70,0.85,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
43,O50316,494,343,1.1e-09,42.8,2,3,2.1e+02,5.7,261,301,0.84,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
44,O50316,494,343,1.1e-09,42.8,3,3,4.3e-05,27.7,331,374,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
45,Q9KGN8,485,343,1.4e-09,42.5,1,2,0.00041,24.5,38,101,0.81,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
46,Q9KGN8,485,343,1.4e-09,42.5,2,2,0.077,17.0,331,374,0.84,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
47,Q12658,529,343,1.4e-09,42.5,1,3,1.1,13.2,67,120,0.81,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
48,Q12658,529,343,1.4e-09,42.5,2,3,1.5e+03,2.9,288,331,0.83,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
49,Q12658,529,343,1.4e-09,42.5,3,3,0.00063,23.8,357,412,0.86,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
50,Q8F4Q4,508,343,1.4e-09,42.4,1,3,1.6,12.6,55,97,0.81,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
51,Q8F4Q4,508,343,1.4e-09,42.4,2,3,1.3e+03,3.1,277,317,0.86,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
52,Q8F4Q4,508,343,1.4e-09,42.4,3,3,0.00041,24.4,346,402,0.85,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
53,F7CYY5,515,343,1.5e-09,42.3,1,3,0.67,13.9,57,91,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
54,F7CYY5,515,343,1.5e-09,42.3,2,3,2.5e+02,5.4,284,325,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
55,F7CYY5,515,343,1.5e-09,42.3,3,3,0.00048,24.2,352,408,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
56,P0C0H6,493,343,1.6e-09,42.3,1,2,0.00038,24.6,40,103,0.73,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
57,P0C0H6,493,343,1.6e-09,42.3,2,2,0.008,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
58,P0C0H7,493,343,1.6e-09,42.3,1,2,0.00038,24.6,40,103,0.73,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
59,P0C0H7,493,343,1.6e-09,42.3,2,2,0.008,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
60,P68839,493,343,1.6e-09,42.3,1,2,0.00038,24.6,40,103,0.73,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
61,P68839,493,343,1.6e-09,42.3,2,2,0.008,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
62,Q5X9A3,493,343,1.6e-09,42.3,1,2,0.00038,24.6,40,103,0.73,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
63,Q5X9A3,493,343,1.6e-09,42.3,2,2,0.008,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
64,Q9HLK8,485,343,1.6e-09,42.2,1,2,0.064,17.2,41,75,0.84,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
65,Q9HLK8,485,343,1.6e-09,42.2,2,2,0.00086,23.4,317,373,0.85,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
66,P0DB88,493,343,1.8e-09,42.0,1,2,0.00038,24.6,40,103,0.74,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
67,P0DB88,493,343,1.8e-09,42.0,2,2,0.008,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
68,P0DB89,493,343,1.8e-09,42.0,1,2,0.00038,24.6,40,103,0.74,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
69,P0DB89,493,343,1.8e-09,42.0,2,2,0.008,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
70,P49058,404,343,1.8e-09,42.0,1,2,0.022,18.8,37,102,0.76,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
71,P49058,404,343,1.8e-09,42.0,2,2,0.0022,22.0,250,300,0.85,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
72,O67820,490,343,3e-09,41.3,1,3,0.24,15.3,39,90,0.78,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
73,O67820,490,343,3e-09,41.3,2,3,3.7e+02,4.9,264,302,0.79,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
74,O67820,490,343,3e-09,41.3,3,3,0.0013,22.8,331,380,0.86,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
75,P24547,514,343,3.2e-09,41.2,1,2,0.9,13.5,57,91,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
76,P24547,514,343,3.2e-09,41.2,2,2,0.00027,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
77,E9PU28,514,343,3.5e-09,41.1,1,2,0.9,13.5,57,91,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
78,E9PU28,514,343,3.5e-09,41.1,2,2,0.00027,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
79,P12269,514,343,4e-09,40.9,1,2,0.9,13.5,57,91,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
80,P12269,514,343,4e-09,40.9,2,2,0.00027,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
81,Q3SWY3,514,343,4.5e-09,40.8,1,2,0.9,13.5,57,91,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
82,Q3SWY3,514,343,4.5e-09,40.8,2,2,0.00027,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
83,O58045,486,343,5.7e-09,40.4,1,2,0.14,16.1,44,78,0.81,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
84,O58045,486,343,5.7e-09,40.4,2,2,0.0025,21.9,313,370,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
85,B0UXP9,514,343,6.2e-09,40.3,1,2,0.89,13.5,57,91,0.88,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
86,B0UXP9,514,343,6.2e-09,40.3,2,2,0.00048,24.2,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
87,P12268,514,343,6.2e-09,40.3,1,2,0.9,13.5,57,91,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
88,P12268,514,343,6.2e-09,40.3,2,2,0.00027,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
89,Q5RGV1,514,343,8.5e-09,39.9,1,2,0.21,15.5,57,91,0.87,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
90,Q5RGV1,514,343,8.5e-09,39.9,2,2,0.0028,21.7,353,407,0.85,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
91,Q9HQU4,499,343,1.3e-08,39.2,1,2,0.34,14.8,49,104,0.80,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
92,Q9HQU4,499,343,1.3e-08,39.2,2,2,0.0014,22.7,330,380,0.84,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
93,A5N7R0,238,343,1.6e-08,38.9,1,2,0.0026,21.8,63,114,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) OX=431943 GN=hisA PE=3 SV=1
94,A5N7R0,238,343,1.6e-08,38.9,2,2,0.23,15.4,165,221,0.81,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) OX=431943 GN=hisA PE=3 SV=1
95,B9E171,238,343,1.6e-08,38.9,1,2,0.0026,21.8,63,114,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain NBRC 12016) OX=583346 GN=hisA PE=3 SV=1
96,B9E171,238,343,1.6e-08,38.9,2,2,0.23,15.4,165,221,0.81,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain NBRC 12016) OX=583346 GN=hisA PE=3 SV=1
97,P50096,514,343,1.7e-08,38.9,1,2,0.26,15.2,57,92,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
98,P50096,514,343,1.7e-08,38.9,2,2,0.0035,21.4,352,407,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
99,D3ZLZ7,514,343,1.7e-08,38.9,1,2,0.26,15.2,57,92,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
100,D3ZLZ7,514,343,1.7e-08,38.9,2,2,0.0035,21.4,352,407,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
101,A0JNA3,514,343,1.7e-08,38.8,1,2,0.26,15.2,57,92,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
102,A0JNA3,514,343,1.7e-08,38.8,2,2,0.0035,21.4,352,407,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
103,F6S675,512,343,2e-08,38.6,1,2,0.17,15.8,57,96,0.79,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
104,F6S675,512,343,2e-08,38.6,2,2,0.0034,21.4,350,405,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
105,Q5KP44,544,343,3e-08,38.1,1,2,1.8,12.5,75,123,0.77,Inosine-5'-monophosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04240 PE=3 SV=1
106,Q5KP44,544,343,3e-08,38.1,2,2,0.0022,22.0,366,418,0.88,Inosine-5'-monophosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04240 PE=3 SV=1
107,P21879,488,343,3e-08,38.0,1,2,0.002,22.2,38,102,0.83,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
108,P21879,488,343,3e-08,38.0,2,2,0.13,16.2,336,377,0.86,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
109,Q07152,537,343,3.6e-08,37.8,1,2,0.44,14.5,79,113,0.89,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
110,Q07152,537,343,3.6e-08,37.8,2,2,0.0016,22.5,370,426,0.86,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
111,P20839,514,343,3.7e-08,37.7,1,2,0.26,15.2,57,92,0.86,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
112,P20839,514,343,3.7e-08,37.7,2,2,0.0041,21.2,352,407,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
113,Q9SA34,502,343,4.1e-08,37.6,1,2,0.45,14.4,47,81,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
114,Q9SA34,502,343,4.1e-08,37.6,2,2,0.0019,22.3,340,394,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
115,Q6GMG5,544,343,4.7e-08,37.4,1,2,0.31,15.0,57,92,0.85,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
116,Q6GMG5,544,343,4.7e-08,37.4,2,2,0.0037,21.3,353,407,0.85,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
117,A0B7W4,242,343,5.9e-08,37.1,1,2,0.57,14.1,67,109,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) OX=349307 GN=hisA PE=3 SV=1
