,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
106,F6S675,512,356,2.3e-09,41.6,2,2,0.0025,21.8,351,402,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
107,P50096,514,356,2.5e-09,41.5,1,2,0.029,18.3,54,93,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
108,P50096,514,356,2.5e-09,41.5,2,2,0.0026,21.8,353,404,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
109,D3ZLZ7,514,356,2.5e-09,41.5,1,2,0.029,18.3,54,93,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
110,D3ZLZ7,514,356,2.5e-09,41.5,2,2,0.0026,21.8,353,404,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
111,Q6GMG5,544,356,2.7e-09,41.4,1,2,0.026,18.4,54,93,0.82,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
112,Q6GMG5,544,356,2.7e-09,41.4,2,2,0.0027,21.7,353,404,0.85,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
113,F1DBB2,527,356,5.8e-09,40.3,1,3,0.032,18.2,60,99,0.83,Inosine-5'-monophosphate dehydrogenase OS=Penicillium brevicompactum OX=5074 GN=mpaF PE=3 SV=1
114,F1DBB2,527,356,5.8e-09,40.3,2,3,8.7e+02,3.6,284,327,0.82,Inosine-5'-monophosphate dehydrogenase OS=Penicillium brevicompactum OX=5074 GN=mpaF PE=3 SV=1
115,F1DBB2,527,356,5.8e-09,40.3,3,3,0.066,17.1,354,400,0.86,Inosine-5'-monophosphate dehydrogenase OS=Penicillium brevicompactum OX=5074 GN=mpaF PE=3 SV=1
116,P20839,514,356,5.9e-09,40.3,1,2,0.029,18.3,54,93,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
117,P20839,514,356,5.9e-09,40.3,2,2,0.0037,21.2,353,404,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
118,Q54QQ0,515,356,7.8e-09,39.9,1,2,0.25,15.2,59,107,0.83,Inosine-5'-monophosphate dehydrogenase OS=Dictyostelium discoideum OX=44689 GN=impdh PE=1 SV=1
119,Q54QQ0,515,356,7.8e-09,39.9,2,2,0.0022,22.0,357,412,0.85,Inosine-5'-monophosphate dehydrogenase OS=Dictyostelium discoideum OX=44689 GN=impdh PE=1 SV=1
120,Q9KH33,498,356,8.3e-09,39.8,1,3,0.0024,21.8,37,94,0.84,Inosine-5'-monophosphate dehydrogenase OS=Rhizobium tropici OX=398 GN=guaB PE=3 SV=1
