,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
103,Q6AE15,248,340,3.9e-07,34.5,1,2,2.1,12.3,88,119,0.85,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Leifsonia xyli subsp. xyli (strain CTCB07) OX=281090 GN=hisA PE=3 SV=1
104,Q6AE15,248,340,3.9e-07,34.5,2,2,0.0074,20.4,185,231,0.78,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Leifsonia xyli subsp. xyli (strain CTCB07) OX=281090 GN=hisA PE=3 SV=1
105,B0UXP9,514,340,4.2e-07,34.3,1,2,18,9.3,59,106,0.80,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
106,B0UXP9,514,340,4.2e-07,34.3,2,2,0.00076,23.6,349,404,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
107,Q0W0J3,240,340,4.3e-07,34.3,1,2,2.1,12.3,69,110,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50) OX=351160 GN=hisA PE=3 SV=1
108,Q0W0J3,240,340,4.3e-07,34.3,2,2,0.0089,20.1,185,224,0.96,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50) OX=351160 GN=hisA PE=3 SV=1
109,A0JUZ7,248,340,4.6e-07,34.2,1,2,0.041,17.9,71,122,0.91,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Arthrobacter sp. (strain FB24) OX=290399 GN=hisA PE=3 SV=1
110,A0JUZ7,248,340,4.6e-07,34.2,2,2,0.54,14.3,183,230,0.72,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Arthrobacter sp. (strain FB24) OX=290399 GN=hisA PE=3 SV=1
111,P20839,514,340,5.7e-07,33.9,1,2,3.1,11.8,59,108,0.80,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
112,P20839,514,340,5.7e-07,33.9,2,2,0.012,19.7,351,398,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
113,A1SL57,244,340,5.8e-07,33.9,1,2,0.23,15.5,67,111,0.90,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nocardioides sp. (strain ATCC BAA-499 / JS614) OX=196162 GN=hisA PE=3 SV=1
114,A1SL57,244,340,5.8e-07,33.9,2,2,0.073,17.1,179,225,0.87,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Nocardioides sp. (strain ATCC BAA-499 / JS614) OX=196162 GN=hisA PE=3 SV=1
115,Q0ICA6,263,340,6.7e-07,33.7,1,2,0.039,18.0,40,103,0.88,Imidazole glycerol phosphate synthase subunit HisF OS=Synechococcus sp. (strain CC9311) OX=64471 GN=hisF PE=3 SV=1
116,Q0ICA6,263,340,6.7e-07,33.7,2,2,0.23,15.5,185,231,0.92,Imidazole glycerol phosphate synthase subunit HisF OS=Synechococcus sp. (strain CC9311) OX=64471 GN=hisF PE=3 SV=1
