,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
10,Q5HHG4,355,354,2e-176,591.2,1,1,2.3e-176,591.1,1,353,1.00,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL0922 PE=3 SV=1
11,Q4L4T4,357,354,1.6e-164,552.1,1,1,1.9e-164,551.8,1,352,0.99,Probable nitronate monooxygenase OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=SH2032 PE=3 SV=1
12,Q49W60,355,354,8.6e-162,543.1,1,1,9.6e-162,542.9,1,354,0.99,Probable nitronate monooxygenase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=SSP1854 PE=3 SV=1
13,D0V3Y4,349,354,1.5e-141,476.5,1,1,1.7e-141,476.4,2,348,0.99,Nitronate monooxygenase OS=Pseudomonas sp. OX=306 GN=pnoA PE=1 SV=1
14,O05413,347,354,2e-139,469.5,1,1,2.2e-139,469.4,2,345,0.98,Probable nitronate monooxygenase OS=Bacillus subtilis (strain 168) OX=224308 GN=yrpB PE=3 SV=1
15,B2TEK6,366,354,4.3e-139,468.4,1,1,5.2e-139,468.2,7,357,0.98,Nitronate monooxygenase OS=Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) OX=398527 GN=Bphyt_4144 PE=1 SV=1
16,Q9HWH9,351,354,1.3e-136,460.2,1,1,1.5e-136,460.1,2,350,0.98,Nitronate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nmoA PE=1 SV=1
17,Q12723,374,354,1.8e-121,410.4,1,1,2.1e-121,410.3,1,373,0.94,Nitronate monooxygenase OS=Cyberlindnera mrakii OX=1004253 PE=1 SV=1
18,P47177,404,354,2.4e-116,393.6,1,1,2.9e-116,393.3,25,400,0.95,Putative nitronate monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR149W PE=1 SV=2
19,O06179,375,354,3.6e-100,340.4,1,1,4.4e-100,340.1,2,364,0.95,Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1533 PE=1 SV=1
20,Q9I4V0,328,354,1.4e-46,164.1,1,2,8e-14,56.4,5,79,0.88,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
21,Q9I4V0,328,354,1.4e-46,164.1,2,2,5.6e-29,106.2,92,317,0.88,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
22,Q01284,378,354,1.2e-32,118.3,1,2,0.41,14.6,33,62,0.86,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
23,Q01284,378,354,1.2e-32,118.3,2,2,3e-28,103.9,152,368,0.86,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
24,Q8KCW4,494,354,1.3e-10,45.8,1,2,0.0039,21.2,31,88,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
25,Q8KCW4,494,354,1.3e-10,45.8,2,2,0.00031,24.9,328,374,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
26,Q4VRV8,551,354,4.9e-10,43.9,1,2,0.012,19.7,40,98,0.83,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
27,Q4VRV8,551,354,4.9e-10,43.9,2,2,0.0029,21.7,339,382,0.85,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
28,Q9KGN8,485,354,9.4e-10,43.0,1,2,1.1e-06,32.9,33,93,0.83,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
29,Q9KGN8,485,354,9.4e-10,43.0,2,2,0.51,14.3,324,371,0.81,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
30,O50316,494,354,3.4e-09,41.2,1,2,0.032,18.2,31,73,0.85,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
31,O50316,494,354,3.4e-09,41.2,2,2,0.00085,23.4,329,374,0.83,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
32,Q9HQU4,499,354,4.3e-09,40.8,1,2,0.091,16.8,44,100,0.84,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
33,Q9HQU4,499,354,4.3e-09,40.8,2,2,0.001,23.2,328,380,0.88,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
34,Q9ZL14,481,354,5.7e-09,40.4,1,2,0.0045,21.0,30,108,0.86,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
35,Q9ZL14,481,354,5.7e-09,40.4,2,2,0.0002,25.5,311,365,0.89,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
36,P0ADG7,488,354,6.3e-09,40.3,1,2,0.031,18.3,32,89,0.88,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=guaB PE=1 SV=1
37,P0ADG7,488,354,6.3e-09,40.3,2,2,0.002,22.2,320,371,0.85,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=guaB PE=1 SV=1
38,P0ADG8,488,354,6.3e-09,40.3,1,2,0.031,18.3,32,89,0.88,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli O157:H7 OX=83334 GN=guaB PE=3 SV=1
39,P0ADG8,488,354,6.3e-09,40.3,2,2,0.002,22.2,320,371,0.85,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli O157:H7 OX=83334 GN=guaB PE=3 SV=1
40,P0ADG9,488,354,6.3e-09,40.3,1,2,0.031,18.3,32,89,0.88,Inosine-5'-monophosphate dehydrogenase OS=Shigella flexneri OX=623 GN=guaB PE=3 SV=1
41,P0ADG9,488,354,6.3e-09,40.3,2,2,0.002,22.2,320,371,0.85,Inosine-5'-monophosphate dehydrogenase OS=Shigella flexneri OX=623 GN=guaB PE=3 SV=1
42,Q07152,537,354,6.8e-09,40.2,1,2,0.36,14.8,76,116,0.85,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
43,Q07152,537,354,6.8e-09,40.2,2,2,0.001,23.1,369,417,0.84,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
44,Q9HLK8,485,354,6.8e-09,40.2,1,2,0.12,16.4,36,86,0.87,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
45,Q9HLK8,485,354,6.8e-09,40.2,2,2,0.00057,24.0,314,371,0.87,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
46,P56088,481,354,9e-09,39.8,1,2,0.0093,20.0,30,108,0.86,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
47,P56088,481,354,9e-09,39.8,2,2,0.0002,25.5,311,365,0.89,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
48,Q9SA34,502,354,1.1e-08,39.5,1,2,0.82,13.6,42,83,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
49,Q9SA34,502,354,1.1e-08,39.5,2,2,0.00018,25.7,339,393,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
50,Q5RGV1,514,354,1.9e-08,38.7,1,2,0.18,15.8,54,107,0.82,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
51,Q5RGV1,514,354,1.9e-08,38.7,2,2,0.0063,20.6,351,398,0.83,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
52,P12269,514,354,2.2e-08,38.5,1,2,1.8,12.5,53,107,0.82,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
53,P12269,514,354,2.2e-08,38.5,2,2,0.00049,24.2,349,404,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
54,P12268,514,354,2.2e-08,38.5,1,2,1.8,12.5,53,107,0.82,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
55,P12268,514,354,2.2e-08,38.5,2,2,0.00049,24.2,349,404,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
56,E9PU28,514,354,2.4e-08,38.4,1,2,1.8,12.5,53,107,0.82,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
57,E9PU28,514,354,2.4e-08,38.4,2,2,0.00047,24.3,348,404,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
58,P24547,514,354,2.4e-08,38.4,1,2,1.8,12.5,53,107,0.82,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
59,P24547,514,354,2.4e-08,38.4,2,2,0.00049,24.2,349,404,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
60,P49058,404,354,2.4e-08,38.4,1,2,0.0052,20.8,32,99,0.67,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
61,P49058,404,354,2.4e-08,38.4,2,2,0.018,19.0,244,298,0.84,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
62,F6S675,512,354,2.6e-08,38.2,1,2,0.26,15.2,54,99,0.83,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
63,F6S675,512,354,2.6e-08,38.2,2,2,0.0055,20.8,349,396,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
64,Q3SWY3,514,354,2.7e-08,38.2,1,2,1.8,12.5,53,107,0.82,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
65,Q3SWY3,514,354,2.7e-08,38.2,2,2,0.00043,24.4,346,404,0.81,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
66,P42851,485,354,2.7e-08,38.2,1,2,0.016,19.2,38,92,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
67,P42851,485,354,2.7e-08,38.2,2,2,0.016,19.2,312,368,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
68,Q9L6B7,487,354,2.9e-08,38.1,1,2,0.04,17.9,32,90,0.87,Inosine-5'-monophosphate dehydrogenase OS=Pasteurella multocida (strain Pm70) OX=272843 GN=guaB PE=3 SV=1
69,Q9L6B7,487,354,2.9e-08,38.1,2,2,0.0011,23.1,320,371,0.84,Inosine-5'-monophosphate dehydrogenase OS=Pasteurella multocida (strain Pm70) OX=272843 GN=guaB PE=3 SV=1
70,P50096,514,354,3.1e-08,38.0,1,2,0.33,14.9,54,108,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
71,P50096,514,354,3.1e-08,38.0,2,2,0.0055,20.7,351,398,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
72,D3ZLZ7,514,354,3.2e-08,38.0,1,2,0.33,14.9,54,108,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
73,D3ZLZ7,514,354,3.2e-08,38.0,2,2,0.0055,20.7,351,398,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
74,A0JNA3,514,354,3.2e-08,38.0,1,2,0.33,14.9,54,108,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
75,A0JNA3,514,354,3.2e-08,38.0,2,2,0.0055,20.7,351,398,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
76,Q6GMG5,544,354,3.2e-08,38.0,1,2,0.29,15.1,54,108,0.82,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
77,Q6GMG5,544,354,3.2e-08,38.0,2,2,0.0062,20.6,351,398,0.83,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
78,Q9UY49,485,354,3.4e-08,37.9,1,2,0.012,19.7,38,93,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
79,Q9UY49,485,354,3.4e-08,37.9,2,2,0.016,19.2,312,368,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
80,B0UXP9,514,354,3.5e-08,37.8,1,2,1.4,12.8,53,106,0.82,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
81,B0UXP9,514,354,3.5e-08,37.8,2,2,0.00077,23.6,349,404,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
82,Q59011,496,354,4.4e-08,37.5,1,2,0.045,17.7,41,90,0.86,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
83,Q59011,496,354,4.4e-08,37.5,2,2,0.0031,21.6,287,371,0.72,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
84,O67820,490,354,5.6e-08,37.2,1,2,0.011,19.8,35,92,0.83,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
85,O67820,490,354,5.6e-08,37.2,2,2,0.018,19.1,331,375,0.82,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
86,P20839,514,354,6.3e-08,37.0,1,2,0.33,14.9,54,108,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
87,P20839,514,354,6.3e-08,37.0,2,2,0.012,19.7,351,398,0.82,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
88,O58045,486,354,8.1e-08,36.6,1,2,0.037,18.0,38,92,0.88,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
89,O58045,486,354,8.1e-08,36.6,2,2,0.023,18.7,312,368,0.87,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
90,Q0WD32,487,354,8.5e-08,36.6,1,2,0.19,15.7,32,89,0.87,Inosine-5'-monophosphate dehydrogenase OS=Yersinia pestis OX=632 GN=guaB PE=3 SV=1
91,Q0WD32,487,354,8.5e-08,36.6,2,2,0.0052,20.8,319,371,0.88,Inosine-5'-monophosphate dehydrogenase OS=Yersinia pestis OX=632 GN=guaB PE=3 SV=1
92,A0B7W4,242,354,9.2e-08,36.5,1,2,6.6,10.6,68,107,0.93,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) OX=349307 GN=hisA PE=3 SV=1
93,A0B7W4,242,354,9.2e-08,36.5,2,2,0.00024,25.2,186,225,0.94,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) OX=349307 GN=hisA PE=3 SV=1
94,P0DB88,493,354,9.4e-08,36.4,1,2,4.2e-05,27.7,35,107,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
95,P0DB88,493,354,9.4e-08,36.4,2,2,0.68,13.9,279,376,0.77,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
96,P0DB89,493,354,9.4e-08,36.4,1,2,4.2e-05,27.7,35,107,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
97,P0DB89,493,354,9.4e-08,36.4,2,2,0.68,13.9,279,376,0.77,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
98,B6YWA9,252,354,9.9e-08,36.4,1,2,0.022,18.8,59,152,0.70,Imidazole glycerol phosphate synthase subunit HisF OS=Thermococcus onnurineus (strain NA1) OX=523850 GN=hisF PE=3 SV=1
99,B6YWA9,252,354,9.9e-08,36.4,2,2,0.2,15.6,184,227,0.92,Imidazole glycerol phosphate synthase subunit HisF OS=Thermococcus onnurineus (strain NA1) OX=523850 GN=hisF PE=3 SV=1
100,P44334,488,354,1.4e-07,35.9,1,2,0.18,15.8,32,91,0.83,Inosine-5'-monophosphate dehydrogenase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=guaB PE=3 SV=1
101,P44334,488,354,1.4e-07,35.9,2,2,0.0012,23.0,321,372,0.86,Inosine-5'-monophosphate dehydrogenase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=guaB PE=3 SV=1
102,P0C0H6,493,354,1.4e-07,35.9,1,2,4.4e-05,27.7,35,100,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
103,P0C0H6,493,354,1.4e-07,35.9,2,2,0.68,13.9,279,376,0.77,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
104,P0C0H7,493,354,1.4e-07,35.9,1,2,4.4e-05,27.7,35,100,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
105,P0C0H7,493,354,1.4e-07,35.9,2,2,0.68,13.9,279,376,0.77,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
106,P68839,493,354,1.4e-07,35.9,1,2,4.4e-05,27.7,35,100,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
107,P68839,493,354,1.4e-07,35.9,2,2,0.68,13.9,279,376,0.77,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
108,Q5X9A3,493,354,1.4e-07,35.9,1,2,4.4e-05,27.7,35,100,0.79,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
109,Q5X9A3,493,354,1.4e-07,35.9,2,2,0.68,13.9,279,376,0.77,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
110,A6UWA5,241,354,1.6e-07,35.7,1,2,12,9.7,66,111,0.89,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3) OX=419665 GN=hisA PE=3 SV=1
111,A6UWA5,241,354,1.6e-07,35.7,2,2,0.0005,24.2,184,223,0.94,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Methanococcus aeolicus (strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3) OX=419665 GN=hisA PE=3 SV=1
112,P21879,488,354,1.8e-07,35.5,1,2,1.9e-05,28.8,34,93,0.85,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
113,P21879,488,354,1.8e-07,35.5,2,2,7.7,10.4,336,374,0.85,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
114,Q8F4Q4,508,354,1.8e-07,35.5,1,2,0.25,15.3,49,99,0.86,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
115,Q8F4Q4,508,354,1.8e-07,35.5,2,2,0.0082,20.2,348,397,0.85,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
116,F7CYY5,515,354,1.8e-07,35.5,1,2,0.91,13.5,53,107,0.81,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
117,F7CYY5,515,354,1.8e-07,35.5,2,2,0.0014,22.7,351,404,0.83,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
118,Q54QQ0,515,354,1.9e-07,35.5,1,2,0.47,14.4,58,113,0.87,Inosine-5'-monophosphate dehydrogenase OS=Dictyostelium discoideum OX=44689 GN=impdh PE=1 SV=1
119,Q54QQ0,515,354,1.9e-07,35.5,2,2,0.023,18.7,359,409,0.90,Inosine-5'-monophosphate dehydrogenase OS=Dictyostelium discoideum OX=44689 GN=impdh PE=1 SV=1
