,ids,target_len,query_len,E-value,score_sequence,domain_number,of,i-Evalue,score_domain,from_ali_coord,to_ali_coord,acc,description_of_target
10,A6U025,355,355,5.2e-96,326.7,1,1,6e-96,326.5,4,351,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain JH1) OX=359787 GN=SaurJH1_0937 PE=3 SV=1
11,Q99VF6,355,355,5.2e-96,326.7,1,1,6e-96,326.5,4,351,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain N315) OX=158879 GN=SA0781 PE=3 SV=1
12,Q6GB05,355,355,5.6e-96,326.6,1,1,6.5e-96,326.3,4,351,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain MSSA476) OX=282459 GN=SAS0791 PE=3 SV=1
13,A6QFD2,355,355,2.5e-95,324.4,1,1,2.9e-95,324.2,4,351,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain Newman) OX=426430 GN=NWMN_0792 PE=3 SV=1
14,A8Z1H7,355,355,2.5e-95,324.4,1,1,2.9e-95,324.2,4,351,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain USA300 / TCH1516) OX=451516 GN=USA300HOU_0879 PE=3 SV=1
15,Q2FIF3,355,355,2.5e-95,324.4,1,1,2.9e-95,324.2,4,351,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0825 PE=3 SV=1
16,Q2FZX9,355,355,2.5e-95,324.4,1,1,2.9e-95,324.2,4,351,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=SAOUHSC_00855 PE=3 SV=1
17,Q5HHG4,355,355,2.5e-95,324.4,1,1,2.9e-95,324.2,4,351,0.92,Probable nitronate monooxygenase OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL0922 PE=3 SV=1
18,O05413,347,355,1.2e-91,312.3,1,1,1.4e-91,312.1,2,343,0.96,Probable nitronate monooxygenase OS=Bacillus subtilis (strain 168) OX=224308 GN=yrpB PE=3 SV=1
19,O06179,375,355,6.2e-34,122.5,1,1,2.9e-33,120.3,23,362,0.80,Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1533 PE=1 SV=1
20,Q9I4V0,328,355,1.1e-33,121.7,1,2,5e-09,40.5,6,75,0.91,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
21,Q9I4V0,328,355,1.1e-33,121.7,2,2,8e-21,79.3,109,314,0.91,NADH:quinone reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1024 PE=1 SV=1
22,Q01284,378,355,4.6e-27,99.9,1,2,0.51,14.2,33,62,0.82,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
23,Q01284,378,355,4.6e-27,99.9,2,2,1.6e-22,84.9,152,368,0.78,Nitronate monooxygenase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=ncd-2 PE=1 SV=1
24,Q8KCW4,494,355,8.6e-13,52.9,1,3,0.046,17.6,32,74,0.80,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
25,Q8KCW4,494,355,8.6e-13,52.9,2,3,1.3e+02,6.3,260,301,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
26,Q8KCW4,494,355,8.6e-13,52.9,3,3,2.5e-05,28.4,330,374,0.87,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) OX=194439 GN=guaB PE=3 SV=1
27,Q9ZL14,481,355,1.6e-11,48.8,1,2,0.00067,23.7,31,177,0.77,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
28,Q9ZL14,481,355,1.6e-11,48.8,2,2,0.00072,23.6,320,366,0.89,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=guaB PE=3 SV=1
29,Q7UJL3,539,355,3.8e-11,47.5,1,3,0.00024,25.1,79,134,0.74,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
30,Q7UJL3,539,355,3.8e-11,47.5,2,3,6e+02,4.1,305,343,0.79,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
31,Q7UJL3,539,355,3.8e-11,47.5,3,3,0.0024,21.8,371,439,0.76,Inosine-5'-monophosphate dehydrogenase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=guaB PE=3 SV=1
32,P56088,481,355,3.8e-11,47.5,1,2,0.0015,22.5,31,177,0.77,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
33,P56088,481,355,3.8e-11,47.5,2,2,0.0007,23.6,320,366,0.89,Inosine-5'-monophosphate dehydrogenase OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=guaB PE=3 SV=1
34,Q4VRV8,551,355,1.1e-10,45.9,1,2,0.036,18.0,41,90,0.82,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
35,Q4VRV8,551,355,1.1e-10,45.9,2,2,0.0005,24.1,334,392,0.86,Inosine-5'-monophosphate dehydrogenase OS=Toxoplasma gondii OX=5811 PE=1 SV=1
36,Q9KGN8,485,355,1.3e-10,45.8,1,2,3.2e-05,28.0,34,101,0.83,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
37,Q9KGN8,485,355,1.3e-10,45.8,2,2,0.074,17.0,331,374,0.84,Inosine-5'-monophosphate dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=guaB PE=3 SV=1
38,P0DB88,493,355,2e-10,45.1,1,2,3.8e-05,27.8,36,103,0.76,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
39,P0DB88,493,355,2e-10,45.1,2,2,0.0078,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=guaB PE=3 SV=1
40,P0DB89,493,355,2e-10,45.1,1,2,3.8e-05,27.8,36,103,0.76,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
41,P0DB89,493,355,2e-10,45.1,2,2,0.0078,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=guaB PE=3 SV=1
42,P0C0H6,493,355,2.1e-10,45.1,1,2,3.9e-05,27.8,36,103,0.76,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
43,P0C0H6,493,355,2.1e-10,45.1,2,2,0.0078,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes OX=1314 GN=guaB PE=1 SV=2
44,P0C0H7,493,355,2.1e-10,45.1,1,2,3.9e-05,27.8,36,103,0.76,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
45,P0C0H7,493,355,2.1e-10,45.1,2,2,0.0078,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=guaB PE=3 SV=2
46,P68839,493,355,2.1e-10,45.1,1,2,3.9e-05,27.8,36,103,0.76,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
47,P68839,493,355,2.1e-10,45.1,2,2,0.0078,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M18 (strain MGAS8232) OX=186103 GN=guaB PE=3 SV=2
48,Q5X9A3,493,355,2.1e-10,45.1,1,2,3.9e-05,27.8,36,103,0.76,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
49,Q5X9A3,493,355,2.1e-10,45.1,2,2,0.0078,20.2,332,379,0.86,Inosine-5'-monophosphate dehydrogenase OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=guaB PE=1 SV=3
50,P49058,404,355,2.2e-10,45.0,1,2,0.0019,22.2,33,102,0.78,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
51,P49058,404,355,2.2e-10,45.0,2,2,0.0022,22.0,250,300,0.85,Inosine-5'-monophosphate dehydrogenase OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) OX=224326 GN=guaB PE=1 SV=1
52,Q9UY49,485,355,2.3e-10,44.9,1,2,0.015,19.2,39,93,0.80,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
53,Q9UY49,485,355,2.3e-10,44.9,2,2,0.0023,21.9,313,370,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=guaB PE=3 SV=1
54,O50316,494,355,2.5e-10,44.8,1,3,0.26,15.1,33,70,0.85,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
55,O50316,494,355,2.5e-10,44.8,2,3,2.2e+02,5.5,261,301,0.83,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
56,O50316,494,355,2.5e-10,44.8,3,3,4e-05,27.7,331,374,0.86,Inosine-5'-monophosphate dehydrogenase OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=guaB PE=3 SV=3
57,F7CYY5,515,355,2.7e-10,44.7,1,3,0.088,16.7,53,91,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
58,F7CYY5,515,355,2.7e-10,44.7,2,3,2.7e+02,5.3,284,325,0.84,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
59,F7CYY5,515,355,2.7e-10,44.7,3,3,0.00046,24.2,352,408,0.86,Inosine-5'-monophosphate dehydrogenase 2 OS=Xenopus tropicalis OX=8364 GN=impdh2 PE=3 SV=1
60,Q12658,529,355,2.9e-10,44.6,1,3,0.18,15.7,63,120,0.82,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
61,Q12658,529,355,2.9e-10,44.6,2,3,1.6e+03,2.7,288,331,0.83,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
62,Q12658,529,355,2.9e-10,44.6,3,3,0.00058,23.9,357,412,0.86,Inosine-5'-monophosphate dehydrogenase OS=Pneumocystis carinii OX=4754 GN=GUA1 PE=1 SV=2
63,O67820,490,355,3e-10,44.5,1,3,0.046,17.6,36,89,0.79,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
64,O67820,490,355,3e-10,44.5,2,3,3.6e+02,4.8,264,302,0.79,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
65,O67820,490,355,3e-10,44.5,3,3,0.0013,22.7,331,380,0.86,Inosine-5'-monophosphate dehydrogenase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=guaB PE=3 SV=1
66,Q8F4Q4,508,355,3.3e-10,44.4,1,3,0.25,15.2,50,97,0.82,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
67,Q8F4Q4,508,355,3.3e-10,44.4,2,3,1.4e+03,2.9,277,317,0.86,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
68,Q8F4Q4,508,355,3.3e-10,44.4,3,3,0.00042,24.4,346,402,0.86,Inosine-5'-monophosphate dehydrogenase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=guaB PE=3 SV=1
69,P42851,485,355,3.4e-10,44.4,1,2,0.021,18.7,39,90,0.78,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
70,P42851,485,355,3.4e-10,44.4,2,2,0.0023,21.9,313,370,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=guaB PE=3 SV=1
71,Q59011,496,355,4.7e-10,43.9,1,2,0.031,18.2,39,90,0.77,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
72,Q59011,496,355,4.7e-10,43.9,2,2,0.00038,24.5,318,371,0.91,Inosine-5'-monophosphate dehydrogenase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=guaB PE=3 SV=1
73,P24547,514,355,5.7e-10,43.6,1,2,0.12,16.3,53,91,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
74,P24547,514,355,5.7e-10,43.6,2,2,0.00025,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2
75,E9PU28,514,355,6.2e-10,43.5,1,2,0.12,16.3,53,91,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
76,E9PU28,514,355,6.2e-10,43.5,2,2,0.00025,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1
77,Q9HLK8,485,355,6.6e-10,43.4,1,2,0.014,19.3,36,75,0.85,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
78,Q9HLK8,485,355,6.6e-10,43.4,2,2,0.00082,23.4,317,373,0.85,Inosine-5'-monophosphate dehydrogenase OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=guaB PE=3 SV=1
79,P12269,514,355,6.8e-10,43.4,1,2,0.12,16.3,53,91,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
80,P12269,514,355,6.8e-10,43.4,2,2,0.00025,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Cricetulus griseus OX=10029 GN=IMPDH2 PE=1 SV=1
81,B0UXP9,514,355,7.1e-10,43.3,1,2,0.12,16.3,53,91,0.89,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
82,B0UXP9,514,355,7.1e-10,43.3,2,2,0.00045,24.3,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Danio rerio OX=7955 GN=impdh2 PE=3 SV=1
83,Q3SWY3,514,355,7.3e-10,43.3,1,2,0.12,16.3,53,91,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
84,Q3SWY3,514,355,7.3e-10,43.3,2,2,0.00025,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Bos taurus OX=9913 GN=IMPDH2 PE=2 SV=1
85,P12268,514,355,1.1e-09,42.7,1,2,0.12,16.3,53,91,0.87,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
86,P12268,514,355,1.1e-09,42.7,2,2,0.00025,25.1,351,407,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2
87,Q5RGV1,514,355,1.2e-09,42.5,1,2,0.028,18.4,53,91,0.88,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
88,Q5RGV1,514,355,1.2e-09,42.5,2,2,0.0027,21.7,353,406,0.85,Inosine-5'-monophosphate dehydrogenase 1b OS=Danio rerio OX=7955 GN=impdh1b PE=2 SV=1
89,O58045,486,355,1.6e-09,42.2,1,2,0.053,17.4,39,78,0.81,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
90,O58045,486,355,1.6e-09,42.2,2,2,0.0024,21.8,313,370,0.89,Inosine-5'-monophosphate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=guaB PE=1 SV=1
91,P21879,488,355,2.6e-09,41.5,1,2,0.0003,24.8,35,101,0.83,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
92,P21879,488,355,2.6e-09,41.5,2,2,0.13,16.1,336,377,0.86,Inosine-5'-monophosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=guaB PE=1 SV=2
93,P50096,514,355,2.9e-09,41.3,1,2,0.044,17.7,54,91,0.87,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
94,P50096,514,355,2.9e-09,41.3,2,2,0.0033,21.4,352,406,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus OX=10090 GN=Impdh1 PE=1 SV=2
95,D3ZLZ7,514,355,2.9e-09,41.3,1,2,0.044,17.7,54,91,0.87,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
96,D3ZLZ7,514,355,2.9e-09,41.3,2,2,0.0033,21.4,352,406,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Rattus norvegicus OX=10116 GN=Impdh1 PE=3 SV=1
97,F6S675,512,355,3.1e-09,41.2,1,2,0.028,18.3,53,96,0.81,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
98,F6S675,512,355,3.1e-09,41.2,2,2,0.0033,21.4,350,404,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Xenopus tropicalis OX=8364 GN=impdh1 PE=3 SV=1
99,A0JNA3,514,355,3.6e-09,41.0,1,2,0.043,17.7,53,91,0.87,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
100,A0JNA3,514,355,3.6e-09,41.0,2,2,0.0033,21.4,352,406,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Bos taurus OX=9913 GN=IMPDH1 PE=2 SV=2
101,Q9HQU4,499,355,4.5e-09,40.7,1,2,0.14,16.0,46,104,0.81,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
102,Q9HQU4,499,355,4.5e-09,40.7,2,2,0.0013,22.7,330,380,0.84,Inosine-5'-monophosphate dehydrogenase OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=guaB PE=3 SV=2
103,Q07152,537,355,5.5e-09,40.4,1,2,0.075,16.9,76,113,0.89,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
104,Q07152,537,355,5.5e-09,40.4,2,2,0.0015,22.5,370,425,0.86,Inosine-5'-monophosphate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ras PE=1 SV=1
105,Q9SA34,502,355,6.1e-09,40.3,1,2,0.072,17.0,43,81,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
106,Q9SA34,502,355,6.1e-09,40.3,2,2,0.0018,22.2,340,394,0.85,Inosine-5'-monophosphate dehydrogenase 2 OS=Arabidopsis thaliana OX=3702 GN=At1g16350 PE=1 SV=1
107,Q6GMG5,544,355,6.1e-09,40.3,1,2,0.051,17.5,53,92,0.86,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
108,Q6GMG5,544,355,6.1e-09,40.3,2,2,0.0036,21.3,353,406,0.85,Inosine-5'-monophosphate dehydrogenase 1a OS=Danio rerio OX=7955 GN=impdh1a PE=2 SV=1
109,P20839,514,355,6.4e-09,40.2,1,2,0.044,17.7,54,91,0.87,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
110,P20839,514,355,6.4e-09,40.2,2,2,0.0039,21.2,352,406,0.85,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2
111,O00086,521,355,8e-09,39.9,1,2,0.043,17.7,58,120,0.83,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans OX=5476 GN=IMH3 PE=2 SV=1
112,O00086,521,355,8e-09,39.9,2,2,0.029,18.3,353,406,0.89,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans OX=5476 GN=IMH3 PE=2 SV=1
113,Q59Q46,521,355,8e-09,39.9,1,2,0.043,17.7,58,120,0.83,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=IMH3 PE=1 SV=2
114,Q59Q46,521,355,8e-09,39.9,2,2,0.029,18.3,353,406,0.89,Inosine-5'-monophosphate dehydrogenase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=IMH3 PE=1 SV=2
115,Q54QQ0,515,355,1.1e-08,39.4,1,2,0.29,15.0,59,107,0.83,Inosine-5'-monophosphate dehydrogenase OS=Dictyostelium discoideum OX=44689 GN=impdh PE=1 SV=1
116,Q54QQ0,515,355,1.1e-08,39.4,2,2,0.0027,21.7,357,412,0.84,Inosine-5'-monophosphate dehydrogenase OS=Dictyostelium discoideum OX=44689 GN=impdh PE=1 SV=1
117,Q5KP44,544,355,1.6e-08,38.9,1,2,0.67,13.8,72,123,0.78,Inosine-5'-monophosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04240 PE=3 SV=1
118,Q5KP44,544,355,1.6e-08,38.9,2,2,0.0021,22.1,366,418,0.88,Inosine-5'-monophosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04240 PE=3 SV=1
119,A5N7R0,238,355,1.9e-08,38.6,1,2,0.0027,21.7,63,114,0.88,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) OX=431943 GN=hisA PE=3 SV=1
